sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Николаус:2 Олахус:3 занимает должность [MASK] [MASK] . [SEP],главы правления,архиепископа:2,0,архиепископ,0
"[CLS] Форте:2 , Бруно:3 занимает должность [MASK] . [SEP]",мест,архиепископа:2,0,архиепископ,0
"[CLS] Ди:2 Нойя:3 , Джозеф:2 Августин:2 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",за мест (мы:2 ),архиепископа:2,0,архиепископ,0
[CLS] Аллен:2 Генри Вигнерон:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],из правления змыства:3,архиепископа:2,0,архиепископ,0
[CLS] Отто:2 Зур занимает должность [MASK] [MASK] . [SEP],главы правления,мэра:2,0,мэр:2,0
[CLS] Урбан:3 II занимает должность [MASK] [MASK] [MASK] . [SEP],соствен:2 назначения,Папо:2 Римский:2,0,Папа Римский:2,0
"[CLS] Рикар:3 , Жан - Пьер:2 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",испа:2 (мы:2 ),архиепископа:2,0,архиепископ,0
[CLS] Амвросий:5 Медиоланский:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],за правления в не ),епископа,0,епископ,0
[CLS] Виталий:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],с правления с с с,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Стефан Гардинер:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],со правления от см ),епископа,0,епископ,0
[CLS] Жан - Мари Вийо:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],со правления от см назначения,архиепископа:2,0,архиепископ,0
"[CLS] Штросмайер:5 , Йосип:3 Юрай:2 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",за правления (правлен:2 ),епископа,0,епископ,0
[CLS] Пасхазий:4 Радберт:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],из правления вмы:2 ),аббата:2,0,аббат:2,0
"[CLS] Книппердоллинг:6 , Бернт:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",со мест ( тем ),мэра:2,0,мэр:2,0
"[CLS] Шептицкий:4 , Андрей занимает должность [MASK] [MASK] . [SEP]",должностьа:2,архиепископа:2,0,архиепископ,0
[CLS] Кристиан:2 Уде:2 занимает должность [MASK] . [SEP],правления,мэра:2,0,мэр:2,0
"[CLS] Маура:3 , Антонио занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",испа:2 зправлен:2 с,министра,0,министр,0
[CLS] Максимиан:2 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],с с с . с,епископа,0,епископ,0
"[CLS] Тритемий:3 , Иоганн:3 занимает должность [MASK] . [SEP]",директора,аббата:2,0,аббат:2,0
[CLS] Иоанн Павел II занимает должность [MASK] . [SEP],церкви,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Аудомар:4 занимает должность [MASK] . [SEP],человека,епископа,0,епископ,0
"[CLS] Махарский:4 , Франтишек:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",ж правления за см ),архиепископа:2,0,архиепископ,0
"[CLS] Уолтер:3 , Хьюберт:3 занимает должность [MASK] [MASK] . [SEP]",ответа:2,архиепископа:2,0,архиепископ,0
[CLS] Бонифаций:4 III занимает должность [MASK] [MASK] . [SEP],за:2,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Пий:2 II занимает должность [MASK] [MASK] . [SEP],з правления,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Дионисий:4 занимает должность [MASK] [MASK] . [SEP],з правления,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Димитрий:3 занимает должность [MASK] . [SEP],человека,архиепископа:2,0,архиепископ,0
[CLS] Бонифаций:4 I занимает должность [MASK] [MASK] . [SEP],з правления,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Тихон:3 занимает должность [MASK] . [SEP],человека,архиепископа:2,0,архиепископ,0
[CLS] Эйнхард:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],са:2 с . с,аббата:2,0,аббат:2,0
[CLS] Николай V занимает должность [MASK] . [SEP],назначения,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Иосиф:2 Симон:2 Ассемани:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],за правления ( пен ),архиепископа:2,0,архиепископ,0
[CLS] Святой Брендан:3 занимает должность [MASK] [MASK] [MASK] [MASK] . [SEP],заа:2 з назначения,аббата:2,0,аббат:2,0
"[CLS] Дюбуа:4 , Луи - Эрне:2 занимает должность [MASK] [MASK] . [SEP]",ответа:2,кардинала:3,0,кардинал:2,0
[CLS] Павел V занимает должность [MASK] [MASK] . [SEP],о правления,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Квириний:4 Сисцийский:4 занимает должность [MASK] [MASK] . [SEP],з правления,епископа,0,епископ,0
[CLS] Климент:3 VII занимает должность [MASK] [MASK] . [SEP],з года,Папо:2 Римский:2,0,Папа Римский:2,0
"[CLS] Картагена:4 , Алонсо:3 де Санта - Мария занимает должность [MASK] [MASK] . [SEP]",испа:2,епископа,0,епископ,0
[CLS] Диармайд:4 Мартин занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],из правления (мы:2 ),епископа,0,епископ,0
[CLS] Власий:3 Севастийский:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],з правления от отства:2,епископа,0,епископ,0
[CLS] Бруно:3 I Великий занимает должность [MASK] . [SEP],правления,архиепископа:2,0,архиепископ,0
"[CLS] Брукс:3 , Филлипс:5 занимает должность [MASK] [MASK] . [SEP]",мест мест,епископа,0,епископ,0
"[CLS] Дэвидсон:2 , Рэндалл:4 занимает должность [MASK] [MASK] [MASK] [MASK] . [SEP]",мест в в назначения,епископа,0,епископ,0
[CLS] Анджело:3 Содано:2 занимает должность [MASK] . [SEP],правления,епископа,0,епископ,0
"[CLS] Напье:3 , Уилфрид:4 Фокс:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",заа:2 (п:2 ),архиепископа:2,0,архиепископ,0
[CLS] Зенон:3 Веронский:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],за правления ( обязанности ),епископа,0,епископ,0
"[CLS] Дзанонато:4 , Флавио:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",исп правления за см назначения,мэра:2,0,мэр:2,0
[CLS] Иннокентий:4 III занимает должность [MASK] . [SEP],правления,кардинала:3,0,кардинал:2,0
[CLS] Ланфранк:5 занимает должность [MASK] . [SEP],человека,аббата:2,0,аббат:2,0
[CLS] Несторий:3 занимает должность [MASK] [MASK] . [SEP],з правления,епископа,0,епископ,0
"[CLS] Мельхерс:4 , Пауль:2 Лудольф:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",за правления (правлен:2 ),архиепископа:2,0,архиепископ,0
[CLS] Святой Эгидий:3 занимает должность [MASK] [MASK] [MASK] . [SEP],зствен:2 правления,аббата:2,0,аббат:2,0
[CLS] Корнелий:4 Янсений:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],из правления от см ),епископа,0,епископ,0
"[CLS] Долан:2 , Тимоти:2 Майкл занимает должность [MASK] [MASK] [MASK] [MASK] . [SEP]",за . залана:2,архиепископа:2,0,архиепископ,0
"[CLS] Алемани:3 , Джозеф:2 Сэдок:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",иза:2 (мани:3,архиепископа:2,0,архиепископ,0
[CLS] Дональд:3 Уильям Вюрл:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],из правления вмы:2 ),епископа,0,епископ,0
[CLS] Пий:2 XI занимает должность [MASK] [MASK] . [SEP],з года,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Епифаний:4 Кипрский:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],з правления ( нества:2,епископа,0,епископ,0
"[CLS] Фелле:3 , Бернар:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",исп правления (правлен:2 ),епископа,0,епископ,0
[CLS] Алессандро:4 Пикколомини:5 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],из правления ( должность ),архиепископа:2,0,архиепископ,0
[CLS] Марцелл:4 I занимает должность [MASK] [MASK] [MASK] [MASK] . [SEP],со в з назначения,Папо:2 Римский:2,0,Папа Римский:2,0
"[CLS] Сильвела:3 , Франсиско:2 занимает должность [MASK] [MASK] . [SEP]",главыа:2,министра,0,министр,0
[CLS] Паолу:2 Эваришту:4 Арнс:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],из правления ( не ),кардинала:3,0,кардинал:2,0
[CLS] Поппо:3 Аквилейский:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],со правления ( па ),епископа,0,епископ,0
[CLS] Стурмий:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],с . с . с,аббата:2,0,аббат:2,0
"[CLS] Кейн:2 , Джон Джозеф:2 занимает должность [MASK] [MASK] . [SEP]",ответа:2,архиепископа:2,0,архиепископ,0
[CLS] Арнольд:3 Амальрик:3 занимает должность [MASK] . [SEP],правления,аббата:2,0,аббат:2,0
[CLS] Святой Люцифер:4 занимает должность [MASK] [MASK] [MASK] [MASK] . [SEP],места:2 з назначения,епископа,0,епископ,0
[CLS] Дечио:2 Аццолини:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],со правления ( сства:2,кардинала:3,0,кардинал:2,0
[CLS] Климент:3 II занимает должность [MASK] [MASK] . [SEP],з года,Папо:2 Римский:2,0,Папа Римский:2,0
"[CLS] Руффини:5 , Эрнесто:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",заа:2 (правлен:2 ),архиепископа:2,0,архиепископ,0
[CLS] Джакомо:3 Антонелли:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],со правления от сства:2,кардинала:3,0,кардинал:2,0
"[CLS] Лима:2 , Сальво:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",со правления в об с,мэра:2,0,мэр:2,0
[CLS] Домн:2 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],са:2 из . с,епископа,0,епископ,0
[CLS] Святой Валентин занимает должность [MASK] . [SEP],назначения,епископа,0,епископ,0
"[CLS] Шань:2 Госи:3 , Павел занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",исп правления (мыства:3,епископа,0,епископ,0
[CLS] Коррадо:4 Бафиле:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],из правления ( политической ),епископа,0,епископ,0
[CLS] Евсевий:4 Никомедийский:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],з правления в паства:2,епископа,0,епископ,0
[CLS] Карло Борромео:4 занимает должность [MASK] [MASK] . [SEP],главы правления,архиепископа:2,0,архиепископ,0
[CLS] Байрам:3 - хан занимает должность [MASK] . [SEP],правления,регента:3,0,регент:3,0
[CLS] Агунг:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],со правления из 1 с,султана:2,0,султан,0
[CLS] Пий:2 VIII занимает должность [MASK] [MASK] . [SEP],з правления,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Агобард:4 занимает должность [MASK] . [SEP],человека,архиепископа:2,0,архиепископ,0
[CLS] Мартин V занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],с с из . с,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Павел IV занимает должность [MASK] . [SEP],назначения,архиепископа:2,0,архиепископ,0
"[CLS] Пинто:3 , Эварист:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",ж правления ( тем назначения,архиепископа:2,0,архиепископ,0
"[CLS] Паппалардо:4 , Сальваторе:4 занимает должность [MASK] [MASK] . [SEP]",мест мест,архиепископа:2,0,архиепископ,0
"[CLS] Страмби:4 , Винцент:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",ж правления ( тем ),епископа,0,епископ,0
[CLS] Иннокентий:4 XI занимает должность [MASK] [MASK] . [SEP],з года,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Конрад фон Гохштаден:4 занимает должность [MASK] . [SEP],совета,архиепископа:2,0,архиепископ,0
[CLS] Григорий IX занимает должность [MASK] . [SEP],епископа,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Герард:3 Венгерский:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],з правления ( обязанности ),епископа,0,епископ,0
"[CLS] Пимента:3 , Симон:2 Игнатий:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",за правления Пимента:3,архиепископа:2,0,архиепископ,0
"[CLS] Гайсель:3 , Иоганн:3 фон занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",з правления (правлен:2 ),архиепископа:2,0,архиепископ,0
[CLS] Пий:2 VI занимает должность [MASK] [MASK] . [SEP],з года,Папо:2 Римский:2,0,Папа Римский:2,0
"[CLS] Хинсли:3 , Артур занимает должность [MASK] [MASK] . [SEP]",должностьа:2,архиепископа:2,0,архиепископ,0
"[CLS] Пеннаккьо:5 , Сальваторе:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",исп правления (мы:2 ),епископа,0,епископ,0
[CLS] Сильверий:4 занимает должность [MASK] [MASK] . [SEP],з правления,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Арп:3 Тульский:2 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],со правления ( обязанности ),епископа,0,епископ,0
"[CLS] Лауро:3 , Акилле:3 занимает должность [MASK] . [SEP]",мест,мэра:2,0,мэр:2,0
[CLS] Райнер:3 Мария Вельки:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],за правления змыства:3,архиепископа:2,0,архиепископ,0
[CLS] Десмонд:4 Туту:2 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],со правления в тем ),епископа,0,епископ,0
[CLS] Элипанд:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],со правления из . с,архиепископа:2,0,архиепископ,0
[CLS] Вунибальд:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],со правления в см с,аббата:2,0,аббат:2,0
"[CLS] Ругамбва:5 , Лауреан:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",за правления (правлен:2 ),епископа,0,епископ,0
[CLS] Авдий:3 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],с правления с с с,епископа,0,епископ,0
[CLS] Лев X занимает должность [MASK] . [SEP],назначения,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Климент:3 I занимает должность [MASK] . [SEP],епископа,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Александр VIII занимает должность [MASK] . [SEP],назначения,Папо:2 Римский:2,0,Папа Римский:2,0
[CLS] Фацзан:3 занимает должность [MASK] . [SEP],человека,патриарха:4,0,патриарх:3,0
[CLS] Иракл:3 Александрийский:3 занимает должность [MASK] . [SEP],совета,епископа,0,епископ,0
"[CLS] Казароли:4 , Агостино:4 занимает должность [MASK] [MASK] . [SEP]",мест мест,епископа,0,епископ,0
[CLS] Роберто:2 Беллармин:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],исп правления ( не ),кардинала:3,0,кардинал:2,0
"[CLS] Франко , Антонио занимает должность [MASK] [MASK] . [SEP]",заа:2,епископа,0,епископ,0
[CLS] Бонифаций:4 VI занимает должность [MASK] [MASK] . [SEP],за:2,Папо:2 Римский:2,0,Папа Римский:2,0
"[CLS] Ныч:3 , Казимеж:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",исп правления ( не ),архиепископа:2,0,архиепископ,0
"[CLS] Лоу:2 , Бернард:3 Фрэнсис:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",за мест ( Лоу:2,епископа,0,епископ,0
[CLS] Джеймс Гиббонс:4 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],из правления из см ),кардинала:3,0,кардинал:2,0
"[CLS] Син , Хайме:3 Лачика:2 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",за правления (мы:2 ),архиепископа:2,0,архиепископ,0
"[CLS] Солер:2 , Мариано:2 занимает должность [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",испа:2 (правленства:3,архиепископа:2,0,архиепископ,0
