sentence,prediction,gold,is_same
[CLS] Victoria Bridge is owned by [MASK] [MASK] . [SEP],Victoria Bridge,Canadian National Railway | Canadian National Railway | Rida:2,False
[CLS] Estadio Mario Camposeco:2 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Estadio Mario Camposeco:2,Quetzaltenango:5 | Quetzaltenango:5 | Xela:2 | Xelaju:3 | Xelajú:3 | la mera verga:2 . .,False
[CLS] Jus:2 - Rol:2 is owned by [MASK] [MASK] . [SEP],Jus:2,General Mills | General Mills,False
[CLS] Ben Lomond:2 is owned by [MASK] [MASK] [MASK] . [SEP],Ben Lomond:2,"National Trust for Scotland | NTS:2 | National Trust for Scotland | National Trust for Scotland for Places of Historic Interest or Natural Beauty , | The National Trust for Scotland for Places of Historic Interest or Natural Beauty",False
[CLS] Animax:2 Asia is owned by [MASK] [MASK] [MASK] . [SEP],Animax:2 Asia,Sony Pictures | SPE:2 | Sony Pictures | Sony Pictures Entertainment Inc .,False
[CLS] Lord ' s is owned by [MASK] [MASK] [MASK] . [SEP],Lord ' s,Marylebone:3 Cricket Club | MCC:2 | Marylebone:3 Cricket Club,False
[CLS] Stade Maurice Trélut:3 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Maurice Trélut:3,Tarbes:3 | Tarbes:3,False
[CLS] BellSouth:4 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],BellSouth:4,AT & T | AT & T | AT & T Inc . | ATT:2 | American Telephone and Telegraph Company,False
[CLS] John Lewis and Partners is owned by [MASK] [MASK] . [SEP],John Lewis,John Lewis Partnership | John Lewis Partnership,False
[CLS] USS West Avenal:2 is owned by [MASK] [MASK] [MASK] . [SEP],U . S,United States Shipping:2 Board | United States Shipping:2 Board,False
[CLS] BT Consumer is owned by [MASK] [MASK] [MASK] . [SEP],B . B,BT Group | BT | BT Group | BT Group plc | British Telecom | British Telecommunications:3 | British Telecommunications:3 plc,False
[CLS] The Tabernacle:3 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],the Tabernacle:3,Live Nation Entertainment | Live Nation Entertainment,False
[CLS] Chateau:2 Lake Louise is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Chateau:2 Lake Louise,OMERS:3 | OMERS:3,False
[CLS] Dahlberg:2 Arena is owned by [MASK] [MASK] [MASK] . [SEP],Dahlberg:2 Arena,University of Montana | U of M | UM:2 | UMT:3 | University of Montana | University of Montana - Missoula:3 | University of Montana [UNK] Missoula:3,False
[CLS] MV Isle of Cumbrae:3 is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Isle of Cumbrae:3,Caledonian:2 Maritime Assets:2 | Caledonian:2 Maritime Assets:2,False
[CLS] Sunday Observer is owned by [MASK] [MASK] . [SEP],Sunday Observer,Associated Newspapers:3 of Ceylon Limited | Associated Newspapers:3 of Ceylon Limited,False
[CLS] Hobbs Municipal Ice Center is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Hobbs Municipal Ice Center,"Eau:2 Claire | City of Eau:2 Claire | Eau:2 Claire | Eau:2 Claire , Wisconsin",False
[CLS] Poslovni:3 dnevnik:2 is owned by [MASK] [MASK] [MASK] . [SEP],S . S,Styria:2 Media Group | Styria:2 | Styria:2 Media Group,False
[CLS] Kent Station is owned by [MASK] [MASK] [MASK] . [SEP],Kent and Kent,OC:2 Transpo:2 | OC:2 Transpo:2,False
[CLS] 7 Up is owned by [MASK] [MASK] [MASK] . [SEP],S . S,PepsiCo:3 | Pepsi | PepsiCo:3 | PepsiCo:3 Inc . | bebsi:3,False
[CLS] XUDA:3 is owned by [MASK] [MASK] [MASK] . [SEP],K . K,"RSA:2 | RSA:2 | RSA:2 Security LLC | RSA:2 Security , Inc .",False
[CLS] Maille:2 is owned by [MASK] [MASK] . [SEP],his wife,Unilever:2 | Unilever:2 | Unilever:2 N . V . | Unilever:2 PLC:2,False
[CLS] Humanities Center is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,Loyola University Maryland | Loyola University Maryland,False
[CLS] Perimeter:3 Mall is owned by [MASK] [MASK] [MASK] . [SEP],Perimeter:3,Brookfield:2 Properties Retail:2 Group | Brookfield:2 Properties Retail:2 Group | US Real Estate Investment Trusts:2,False
[CLS] MF Hrvat:2 is owned by [MASK] [MASK] . [SEP],Hrvat:2,Jadrolinija:4 | Jadrolinija:4,False
[CLS] 41 Cooper Square is owned by [MASK] [MASK] . [SEP],Lincoln Lincoln,Cooper Union | Cooper Institute | Cooper Union | Cooper Union College | The Cooper Institute | The Cooper Union | The Cooper Union for the Advancement:2 of Science and Art,False
[CLS] Norris University Center is owned by [MASK] [MASK] [MASK] . [SEP],W . W,Northwestern University | NU:2 | Northwestern | Northwestern University,False
[CLS] Pandacan:2 railway station is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Pandacan:2 railway station,"Philippine National Railways | PNR:2 , Philippine National Railways | Philippine National Railways | Philippine National Railways , PNR:2",False
[CLS] Oregon Slough:3 Railroad Bridge is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Oregon Slough:3,BNSF:3 Railway | BNSF:3 | BNSF:3 Railway | Burlington Northern Santa Fe Railway,False
[CLS] KDDI:3 is owned by [MASK] [MASK] [MASK] . [SEP],K . K,Kyocera:3 | Kyocera:3 | Kyocera:3 Corporation | Kyōsera:4 Kabushiki:4 - gaisha:2,False
[CLS] Stadium Moretti:2 is owned by [MASK] [MASK] [MASK] . [SEP],Stadium Moretti:2,Udinese:2 Calcio | Udinese:2 | Udinese:2 Calcio | Udinese:2 Calcio S . p . A,False
[CLS] Birchwood:2 Mall is owned by [MASK] [MASK] [MASK] . [SEP],Birchwood:2 Mall,Rouse:2 Properties | Rouse:2 Properties,False
[CLS] Irinjalakuda:4 railway station is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Irinjalakuda:4,Indian Railways | Indian Railways,False
[CLS] Columbia Records is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Warner S . Warner,Sony Music | Sony Music,False
[CLS] Mac ' s Convenience:3 Stores:2 is owned by [MASK] [MASK] [MASK] . [SEP],Mac ' s,Alimentation:3 Couche:2 - Tard:2 | Alimentation:3 Couche:2 - Tard:2,False
[CLS] Goldfish:2 is owned by [MASK] [MASK] . [SEP],Goldfish:2,Pepperidge:2 Farm | Pepperidge:2 Farm,False
[CLS] Bugis:2 Junction is owned by [MASK] [MASK] [MASK] . [SEP],Bugis:2 Junction,CapitaLand:4 | CapitaLand:4,False
[CLS] Luis A . Canena:2 Marquez:2 Stadium is owned by [MASK] [MASK] [MASK] . [SEP],F . C,"Aguadilla:3 | Aguadilla:3 | Aguadilla:3 , Puerto Rico",False
[CLS] Mumbai Mirror is owned by [MASK] [MASK] [MASK] . [SEP],B . B,The Times Group | The Times Group,False
[CLS] Raley:2 Field is owned by [MASK] [MASK] [MASK] . [SEP],W . W,Sacramento River Cats | River Cats | Sacramento River Cats,False
[CLS] Tobias and the Angel is owned by [MASK] [MASK] [MASK] . [SEP],S . S,"National Gallery | National Gallery | National Gallery , London | The National Gallery | The National Gallery , London",False
[CLS] Clough:2 Undergraduate:3 Learning Commons is owned by [MASK] [MASK] . [SEP],Clough:2,Georgia Institute of Technology | GA Tech | Georgia Institute of Technology | Georgia Tech,False
"[CLS] Broadway Shopping Centre , Bexleyheath:5 is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",Bexleyheath:5,"Jones Lang LaSalle:3 | Jones Lang LaSalle:3 | Jones Lang LaSalle:3 Incorporated | Jones Lang LaSalle:3 , Inc .",False
[CLS] BSS:2 Group is owned by [MASK] [MASK] . [SEP],BSS:2,Travis Perkins | Travis Perkins,False
[CLS] The Westwood Press is owned by [MASK] [MASK] [MASK] . [SEP],The Westwood Press,GateHouse:3 Media | GateHouse:3 Media | New Media Investment Group,False
[CLS] Bank of Napoli is owned by [MASK] [MASK] [MASK] . [SEP],Bank of Naples,Intesa:2 Sanpaolo:3 | Intesa:2 Sanpaolo:3 | Intesa:2 Sanpaolo:3 S . p . A .,False
[CLS] Internet Broadway Database is owned by [MASK] [MASK] . [SEP],Warner Bros,The Broadway League | League of American Theatres:2 and Producers:2 | League of New York Theatres:2 and Producers:2 | The Broadway League,False
[CLS] Leith:2 Hall is owned by [MASK] [MASK] [MASK] . [SEP],Leith:2 Hall,"National Trust for Scotland | NTS:2 | National Trust for Scotland | National Trust for Scotland for Places of Historic Interest or Natural Beauty , | The National Trust for Scotland for Places of Historic Interest or Natural Beauty",False
[CLS] Memorial Stadium is owned by [MASK] [MASK] . [SEP],St .,"Ware County | Ware County | Ware County , Georgia",False
[CLS] Pearland:2 Town Center is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Pearland:2 Town Center,CBL:2 & Associates Properties | CBL:2 & Associates Properties,False
[CLS] Pinki:2 Hall is owned by [MASK] [MASK] [MASK] . [SEP],Pinki:2 Hall,Naftna:3 Industrija:2 Srbije | NIS:2 | Naftna:3 Industrija:2 Srbije | Petroleum Industry of Serbia,False
[CLS] Morupule:3 Colliery:2 is owned by [MASK] [MASK] [MASK] . [SEP],Co . Co,Debswana:3 | Debswana:3 | Debswana:3 Diamond Company Ltd,False
[CLS] MSC:2 Sinfonia is owned by [MASK] [MASK] . [SEP],MSC:2,Festival Cruises:2 | Festival Cruises:2,False
[CLS] Freedom ' s Journal is owned by [MASK] [MASK] [MASK] . [SEP],W . W,Samuel Cornish:2 | Samuel Cornish:2,False
[CLS] Ultima II is owned by [MASK] [MASK] [MASK] . [SEP],U . S,Revlon:2 | Revlon:2,False
[CLS] Westfield:2 St Lukes:2 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Westfield:2 St Luke,Westfield:2 Group | Westfield:2 | Westfield:2 Group,False
[CLS] Toray:2 Industries is owned by [MASK] [MASK] . [SEP],Toray:2,"Mitsui:3 Group | Daiichi:2 Bussan:2 Kaisha:2 , Ltd | Mitsui:3 Group",False
[CLS] MS Bremen is owned by [MASK] [MASK] . [SEP],Bremerhaven:2,Hapag:3 - Lloyd | Hapag:3 - Lloyd,False
[CLS] Kittilä:3 mine is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Kittilä:3 mine,Agnico:3 - Eagle Mines | Agnico:3 Eagle Mines Limited | Agnico:3 - Eagle Mines,False
[CLS] Tour First is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],U . S .,AXA:3 | AXA:3 | AXA:3 Insurance | AXA:3 Insurance Company | French AXA:3 Group,False
[CLS] New Castle News is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],New Castle News Inc,Community Newspaper:2 Holdings | Community Newspaper:2 Holdings,False
[CLS] Mogorjelo:3 is owned by [MASK] [MASK] [MASK] . [SEP],Mogorjelo:3,Bosnia and Herzegovina | B & H | BIH:2 | BiH | Bosnia | Bosnia & Herzegovina | Bosnia and Herzegovina | Bosnia - Herzegovina | ba | [UNK],False
[CLS] Histria:2 Azure:2 is owned by [MASK] [MASK] . [SEP],Derby Derby,Histria:2 Shipmanagement:3 | Histria:2 Shipmanagement:3,False
[CLS] Mississippi Veterans Memorial Stadium is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Mississippi Veterans Memorial Stadium,Jackson State University | Jackson State University,False
[CLS] 52nd:2 Street is owned by [MASK] [MASK] [MASK] . [SEP],W . W,Pennsylvania Railroad | PRR:2 | Pennsy:2 | Pennsylvania Railroad,False
[CLS] Banque privée Edmond de Rothschild is owned by [MASK] [MASK] [MASK] . [SEP],Scotland of Scotland,Edmond de Rothschild Group | Edmond de Rothschild Group,False
[CLS] Grand Stade de Casablanca is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Grand Stade de Casablanca,Raja Casablanca | RCA | Raja Casablanca | Raja Club Athletic,False
[CLS] Times Square Studios is owned by [MASK] [MASK] . [SEP],Warner Bros,The Walt Disney Company | Disney | Disney Brothers Cartoon Studio | The Walt Disney Company | The Walt Disney Studio | Walt Disney | Walt Disney Company | Walt Disney Productions,False
[CLS] Sun Microsystems:2 is owned by [MASK] [MASK] [MASK] . [SEP],Sun Microsystems:2,Oracle Corporation | Oracle | Oracle Corporation,False
[CLS] Abbotsford:3 Times is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Abbotsford:3 Times,Glacier Media | GLACIER:4 MEDIA:3 GROUP:3 | Glacier Media | Glacier Media Inc .,False
[CLS] Chartwell:2 is owned by [MASK] [MASK] [MASK] . [SEP],S . S,National Trust | National Trust | National Trust for Places of Historic Interest or Natural Beauty,False
[CLS] HuffPost:4 Arabi:2 is owned by [MASK] [MASK] . [SEP],Arabi:2,HuffPost:4 | Huff:2 Post | HuffPo:4 | HuffPost:4 | Huffington Post | The Huffington Post | huffingtonpost:4 . com,False
[CLS] Glenfiddich:4 Distillery:4 is owned by [MASK] [MASK] [MASK] . [SEP],Co . Co,William Grant & Sons | William Grant & Sons,False
[CLS] RMS Empress of Scotland is owned by [MASK] [MASK] [MASK] . [SEP],Empress of Scotland,Hamburg - Amerikanische:2 - Packetfahrt:3 - Actien:2 - Gesellschaft | HAPAG:3 | Hamburg America Line | Hamburg - Amerikanische:2 - Packetfahrt:3 - Actien:2 - Gesellschaft,False
[CLS] Landmark Theatres:2 is owned by [MASK] [MASK] [MASK] . [SEP],Landmark Theatres:2,2929:2 Entertainment | 2929:2 Entertainment,False
[CLS] Cassina:2 S . p . A . is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Cassina:2 S . p,Poltrona:3 Frau | Poltrona:3 Frau,False
[CLS] MV Queen of Prince Rupert is owned by [MASK] [MASK] . [SEP],Prince Rupert,BC Ferries:2 | BC Ferries:2,False
[CLS] Amsterdam Airport Schiphol:3 is owned by [MASK] [MASK] [MASK] . [SEP],Schiphol:3,Schiphol:3 Group | Schiphol:3 Group,False
[CLS] East Bay Daily News is owned by [MASK] [MASK] . [SEP],East Bay,MediaNews:3 Group | MG | MNG:2 | MediaNews:3 Group | Medianews:2 Group,False
[CLS] MS Oujda:2 is owned by [MASK] [MASK] [MASK] . [SEP],MS Oujda:2,European Ferries:2 | European Ferries:2,False
[CLS] St Conleth:3 ' s Park is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],St Conleth:3,Kildare:3 GAA:2 | Kildare:3 GAA:2,False
[CLS] Port Perry Branch is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Port Perry Coal Mine,Norfolk Southern Railway | NS | Norfolk Southern Railroad | Norfolk Southern Railway | Norfolk Southern Railway Company,False
[CLS] Texas State Highway 54 is owned by [MASK] [MASK] [MASK] . [SEP],W . W,Texas Department of Transportation | Texas Department of Transportation | TxDOT:4,False
[CLS] Cervezas:3 Alhambra:3 is owned by [MASK] [MASK] [MASK] . [SEP],Cervezas:3,Group Mahou:2 San Miguel | Group Mahou:2 San Miguel,False
[CLS] Robinsons:2 is owned by [MASK] [MASK] . [SEP],Robinsons:2,Britvic:2 | Britvic:2 | Britvic:2 plc,False
[CLS] Campo das Salésias:3 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],as Salésias:3,C . F . Os Belenenses:3 | Belenenses:3 | C . F . Os Belenenses:3,False
[CLS] Imploding:3 Cube is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Imploding:3 Cube,Indianapolis Art Center | Indianapolis Art Center,False
[CLS] The Charlotte Observer is owned by [MASK] [MASK] [MASK] . [SEP],Charlotte . Charlotte,The McClatchy:5 Company | McClatchy:5 | The McClatchy:5 Company,False
[CLS] AOV:3 Adult Movie Channel is owned by [MASK] [MASK] [MASK] . [SEP],AOV:3,Channel Zero | Channel Zero,False
[CLS] Vorontsov:3 Palace is owned by [MASK] [MASK] [MASK] . [SEP],Property Property Property,Mikhail Vorontsov:3 | Mikhail Illarionovich:3 Vorontsov:3 | Mikhail Vorontsov:3,False
[CLS] Baldwin is owned by [MASK] [MASK] [MASK] . [SEP],W . W,Long Island Rail Road | LIRR:3 | Long Island Rail Road | Long Island Railroad,False
[CLS] Port Authority Bus Terminal is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Port Authority Bus Terminal,Port Authority of New York and New Jersey | PANY:2 | PANYNJ:4 | Port Authority | Port Authority of New York and New Jersey | Port of New York Authority | The Port Authority | The Port Authority of New York and New Jersey,False
[CLS] Veuve:2 Clicquot:4 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Clicquot:4,LVMH:4 | LVMH:4 | LVMH:4 Moët:2 Hennessy:2 Louis Vuitton:3 SE | Louis Vuitton:3 Moët:2 Hennessy:2,False
[CLS] Slagelse:2 Stadion is owned by [MASK] [MASK] [MASK] . [SEP],Slagelse:2 Stadion,Slagelse:2 Municipality | Slagelse:2 Municipality,False
[CLS] Atlantic Records is owned by [MASK] [MASK] . [SEP],Time Warner,Warner Music Group | WMG:2 | Warner Music | Warner Music Group,False
[CLS] MTV Canada is owned by [MASK] [MASK] . [SEP],MTV Canada,Bell Media | Bell Media,False
[CLS] Israel Railway Museum is owned by [MASK] [MASK] . [SEP],Israel Railways,Israel Railways | Israel Railways,True
[CLS] Norwegian Getaway:2 is owned by [MASK] [MASK] [MASK] . [SEP],Norwegian Getaway:2,Norwegian Cruise Line | Norwegian Cruise Line,False
[CLS] Oracle Corporation is owned by [MASK] [MASK] [MASK] . [SEP],Sun Sun Sun,"Larry Ellison:2 | Larry Ellison:2 | Lawrence Ellison:2 | Lawrence J . Ellison:2 | Lawrence Joseph "" Larry "" Ellison:2 | Lawrence Joseph Ellison:2",False
[CLS] RSC:2 Olimpiyskiy:5 is owned by [MASK] [MASK] [MASK] . [SEP],S . S,FC Shakhtar:3 Donetsk | FC Shakhtar:3 Donetsk | Shakhtar:3 | Shakhtar:3 Donetsk,False
[CLS] Lexus:2 F is owned by [MASK] [MASK] . [SEP],Lexus:2,Lexus:2 | Lexus:2,True
[CLS] Stagecoach:2 in Oxfordshire is owned by [MASK] [MASK] . [SEP],Stagecoach:2,Stagecoach:2 Group | Stagecoach:2 Group | Stagecoach:2 Group PLC:2 | Stagecoach:2 Group plc,False
[CLS] HWU:3 transmitter:2 is owned by [MASK] [MASK] [MASK] . [SEP],HWU:3,French Navy | French Navy | La Royale | Marine nationale | National Navy | na France | navy of France,False
[CLS] My - Tv is owned by [MASK] [MASK] [MASK] . [SEP],My - Tv,RCS:2 MediaGroup:4 | RCS:2 MediaGroup:4 | Rizzoli | Rizzoli Corriere:2 della Sera | Rizzoli Editore,False
[CLS] U . S . Route 395 in Washington is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],the City of Washington,Washington State Department of Transportation | WSDOT:3 | Washington State Department of Transportation,False
[CLS] Armadale:2 Castle is owned by [MASK] [MASK] [MASK] . [SEP],Armadale:2 Castle,Clan Donald | Clan Donald,False
[CLS] Estadio Olímpico is owned by [MASK] [MASK] . [SEP],Estadio Olímpico,Rampla:2 Juniors Football Club | Rampla:2 Juniors Football Club,False
[CLS] Novaya:2 Gazeta is owned by [MASK] [MASK] [MASK] . [SEP],S . S,Alexander Lebedev:3 | Alexander Lebedev:3 | Alexander Yevgenievich:5 Lebedev:3,False
[CLS] BNN:3 Bloomberg is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],BNN:3 Bloomberg,Bell Media | Bell Media,False
[CLS] RMS Baltic is owned by [MASK] [MASK] [MASK] . [SEP],U . S,White Star Line | Oceanic:2 Steam Navigation Company | White Star Line | White Star Line of Boston Packets:2,False
[CLS] U . S . Route 41 in Florida is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],the County of Florida,Florida Department of Transportation | FDOT:3 | Florida Department of Transportation,False
[CLS] Matsuyama:3 City Station is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Matsuyama:3 City Station,"Iyo:2 Railway | Iyo:2 Railway | Iyo:2 Railway Co . , Ltd .",False
[CLS] Sinebrychoff:4 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Sinebrychoff:4,Carlsberg:2 Group | Carlsberg:2 | Carlsberg:2 Group,False
[CLS] Stingray:2 Djazz:3 is owned by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Stingray:2 Djazz:3,Stingray:2 Digital | Stingray:2 Digital,False
[CLS] BCV:2 Building is owned by [MASK] [MASK] [MASK] . [SEP],BCV:2 Building,Central Bank of Venezuela | Central Bank of Venezuela,False
[CLS] Hamilton Avenue is owned by [MASK] [MASK] [MASK] . [SEP],W . W,New Jersey Transit | NJ Transit | NJT:2 | New Jersey Transit,False
[CLS] Orange España Virtual S . L . U is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Orange España Virtual S,KPN:2 | KPN:2 | Koninklijke KPN:2 | Royal KPN:2 N . V .,False
[CLS] Memorial Stadium ( Kansas State ) is owned by [MASK] [MASK] [MASK] . [SEP],Kansas State Stadium,Kansas State University | K - State | Kansas State | Kansas State Agricultural College | Kansas State University,False
[CLS] Comptiq:3 is owned by [MASK] [MASK] [MASK] . [SEP],Comptiq:3,Kadokawa:3 Shoten:2 | Kadokawa:3 Shoten:2,False
[CLS] MF Milano Finanza:2 is owned by [MASK] [MASK] [MASK] . [SEP],F . F,Class Editori:2 | Class Editori:2,False
[CLS] Bentley is owned by [MASK] [MASK] [MASK] . [SEP],R . Bentley,Volkswagen Group | VOLKSWAGEN:6 AKTIENGESELLSCHAFT:10 | VW AG | Volkswagen Aktiengesellschaft:3 | Volkswagen Group,False
[CLS] Tata Daewoo:3 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Tata Daewoo:3,Tata Motors | TELCO:3 | Tata Engineering and Locomotive:4 Company | Tata Motors | Tata Motors Limited | Tata Motors Ltd,False
[CLS] Kingsholm:2 Stadium is owned by [MASK] [MASK] . [SEP],Kingsholm:2,Gloucester Rugby | Cherry and Whites:2 | Gloucester Cherry & Whites:2 | Gloucester Cherry and Whites:2 | Gloucester Rugby | Gloucester Rugby Club | Gloucester Rugby Team,False
[CLS] Whampoa:4 station is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Whampoa:4,MTR:2 Corporation Limited | MTR:2 Corporation | MTR:2 Corporation Limited | MTRC:2 | MTRCL:3,False
[CLS] Trengwainton:4 Garden is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],Trengwainton:4,National Trust | National Trust | National Trust for Places of Historic Interest or Natural Beauty,False
[CLS] Human Brain Project is owned by [MASK] [MASK] . [SEP],his wife,European Union | E . U . | EU | Europe | European Union | Union | eu | [UNK],False
[CLS] BYUtv:4 is owned by [MASK] [MASK] [MASK] [MASK] . [SEP],BYUtv:4,Brigham:3 Young University | BYU:2 | Brigham:3 Young University | The Y,False
[CLS] African Communist is owned by [MASK] [MASK] . [SEP],African Communist,South African Communist Party | CPSA:2 | Communist Party of South Africa | SACP:2 | South African Communist Party,False
