sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] το θεωρία:3 αριθμών:4 είναι μέρος των [MASK] [MASK] [MASK] [MASK] . [SEP],αριθμών:4,μαθηματικών:5,0,μαθηματικά:5,0
[CLS] ο Θεός:3 Πατέρας:4 είναι μέρος του [MASK] . [SEP],πολέμου,Αγία:2 Τριάδας:3,0,Αγία:2 Τριάδα:3,0
[CLS] οι Άραβες:4 είναι μέρος των [MASK] [MASK] [MASK] [MASK] . [SEP],Άραβες:4,Σημίτων:5,0,Σημίτες:5,0
[CLS] το οικολογία:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],οικολογία:3,βιολογίας:3,0,βιολογία:3,0
[CLS] το Γεωμετρία:6 είναι μέρος των [MASK] . [SEP],άλλων,μαθηματικών:5,0,μαθηματικά:5,0
[CLS] το αφηρημένη:4 άλγεβρα:5 είναι μέρος των [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],αλγεβων:5,μαθηματικών:5,0,μαθηματικά:5,0
[CLS] το Γερμανία είναι μέρος του [MASK] . [SEP],Γερμανία,Ευρώπη,0,Ευρώπη,0
[CLS] το Οστό:2 είναι μέρος του [MASK] [MASK] . [SEP],Οστό:2,Ερειστικού:4,0,Ερειστικό:3 σύστημα,0
[CLS] το Δήμαρχος:5 είναι μέρος του [MASK] [MASK] . [SEP],Δόμματος:2,δήμου:2,0,δήμος:2,0
[CLS] το Διάδρομος:4 αεροδρομίου:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],αεροδρομίου:5,αεροδρομίου:5,1,αεροδρόμιο:6,0
[CLS] το φαρμακευτική:6 είναι μέρος του [MASK] . [SEP],πληθυσμού,Ιατρικής:4,0,Ιατρική:3,0
[CLS] το Βιοχημεία:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Βιοχημεία:4,βιολογίας:3,0,βιολογία:3,0
[CLS] το Θεωρία:3 γράφων:4 είναι μέρος των [MASK] [MASK] [MASK] [MASK] . [SEP],γράφων:4,μαθηματικών:5,0,μαθηματικά:5,0
[CLS] το κηπουρική:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],κηπουου:4,γεωργίας:5,0,γεωργία:5,0
[CLS] το DNA είναι μέρος του [MASK] . [SEP],DNA,Γονιδιώματος:7,0,Γονιδίωμα:5,0
[CLS] το θηλή:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],θηλή:3,Μαστού:4,0,Μαστός:4,0
[CLS] το κοινωνική:4 ψυχολογία:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],ψυνωνισμού:4,κοινωνιολογίας:5,0,κοινωνιολογία:5,0
[CLS] το Εσθήρ:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Εσθήρ:5,Αγία:2 Γραφής:3,0,Αγία:2 Γραφή:3,0
[CLS] το Κριτές:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],Κριτές:3,Αγία:2 Γραφής:3,0,Αγία:2 Γραφή:3,0
[CLS] το Παλαιά:4 Διαθήκη:3 είναι μέρος του [MASK] . [SEP],πολέμου,Αγία:2 Γραφής:3,0,Αγία:2 Γραφή:3,0
[CLS] το Ηφαιστειακός:6 δόμος:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],δόμου:3,Ωφαιστείου:5,0,Ηφαίστειο:7,0
[CLS] το δικαίωμα:4 ψήφου:3 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],δακαου:4,δημοκρατίας:2,0,δημοκρατία:2,0
[CLS] το Ουράνια:4 σφαίρα:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Ουράου:4,αστρονομίας:4,0,αστρονομία:4,0
[CLS] οι Μικρές:4 Αντίλλες:4 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],Νασιού:3,Καραϊβικής:6,0,Καραϊβική:6,0
[CLS] το Θεωρία:3 κατηγοριών:5 είναι μέρος των [MASK] [MASK] [MASK] . [SEP],Θεωρία:3,μαθηματικών:5,0,μαθηματικά:5,0
[CLS] το Τυρόγαλα:5 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,γάλας:3,0,γάλα:2,0
[CLS] το Νότια:3 Αμερική:3 είναι μέρος του [MASK] . [SEP],χώρας,Αμερικής:3,0,Αμερική:3,0
[CLS] το Φυσική:3 κοσμολογία:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],κοσμολογία:5,αστρονομίας:4,0,αστρονομία:4,0
[CLS] το κανόνι:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],κανόνι:4,Πυροβολικού:5,0,Πυροβολικό:5,0
[CLS] το Δορυφόροι:7 Γαλιλαίου:5 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Δίας:2,0,Δίας:2,0
[CLS] το στολίσκος:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],κλίσκος:5,Στόλου:3,0,Στόλος:3,0
[CLS] το Χριστάδελφοι:7 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Χριστιανισμού:6,0,Χριστιανισμός:6,0
[CLS] το κοιλιακό:4 σύστημα είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],κοιλιακού:4 σύστημα,Εγκεφάλου:6,0,Εγκέφαλος:6,0
[CLS] το Γένεση:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],Γένεση:3,Αγία:2 Γραφής:3,0,Αγία:2 Γραφή:3,0
[CLS] το Ψυχοπαθολογία:7 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Πυχυλογία:5,ψυχολογίας:4,0,ψυχολογία:4,0
[CLS] το Αιτιότητα:4 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,λογικής:4,0,λογική:3,0
[CLS] οι Μεγάλες:4 Αντίλλες:4 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Καραϊβικής:6,0,Καραϊβική:6,0
[CLS] το Γένεση:3 είναι μέρος των [MASK] [MASK] [MASK] . [SEP],Γένεση:3,Τορών:2,0,Τορά:2,0
[CLS] το Xbox είναι μέρος του [MASK] . [SEP],Xbox,Microsoft,0,Microsoft,0
[CLS] το Βόρεια:4 Αμερική:3 είναι μέρος του [MASK] . [SEP],πολέμου,Αμερικής:3,0,Αμερική:3,0
[CLS] το Τυνησία:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Τυνησίας:4,Αφρικής:3,0,Αφρική:3,0
[CLS] το Υδρόσφαιρα:7 είναι μέρος του [MASK] . [SEP],##οδοσφαίρου,Γη:2,0,Γη:2,0
[CLS] το Μαθηματική:4 λογική:3 είναι μέρος των [MASK] [MASK] [MASK] . [SEP],λογική:3,μαθηματικών:5,0,μαθηματικά:5,0
[CLS] το Νευροεπιστήμη:9 είναι μέρος του [MASK] . [SEP],πολέμου,Ιατρικής:4,0,Ιατρική:3,0
[CLS] το Αίτνα:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Αίτνα:4,Σικελίας:4,0,Σικελία:4,0
[CLS] το Δανία:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],Δανίας:3,Ευρώπη,0,Ευρώπη,0
[CLS] το Σύνταξη:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Σύνταξη:4,Γλωσσολογίας:6,0,Γλωσσολογία:6,0
[CLS] το Άγιο:2 Πνεύμα:4 είναι μέρος του [MASK] [MASK] . [SEP],Αγίουήμου:2,Αγία:2 Τριάδας:3,0,Αγία:2 Τριάδα:3,0
[CLS] το Γραφιστική:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Γραφιστικής:5,Επικοινωνίας:7,0,Επικοινωνία:6,0
[CLS] το Φραγκονία:5 είναι μέρος του [MASK] . [SEP],χώρας,Έσσης:3,0,Έσση:3,0
[CLS] το Γερμανία είναι μέρος του [MASK] . [SEP],Γερμανία,ΝΑΤΟ:4,0,ΝΑΤΟ:4,0
[CLS] το Δανία:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],Δανίας:3,Σκανδιναβίας:6,0,Σκανδιναβία:6,0
[CLS] το Στρωματογραφία:6 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],στρωγραφία:5,Γεωλογίας:4,0,Γεωλογία:4,0
[CLS] το γραμματική:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],γραμματικού:4,Γλωσσολογίας:6,0,Γλωσσολογία:6,0
[CLS] το γονότυπος:6 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],γοντυπου:5,Οργανισμού:5,0,Οργανισμός:5,0
[CLS] οι ανθρωπιστικές:7 επιστήμες:5 είναι μέρος του [MASK] . [SEP],πολέμου,επιστήμης:5,0,επιστήμη:5,0
[CLS] το Αιγυπτιολογία:7 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Παχαυλογία:5,αρχαιολογίας:5,0,αρχαιολογία:5,0
[CLS] το Τεραβάντα:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Τεραβάντα:5,Βουδισμού:4,0,Βουδισμός:5,0
[CLS] το Ιράν:3 είναι μέρος του [MASK] . [SEP],πολέμου,Ασίας:2,0,Ασία:2,0
[CLS] το Άνθρακας:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Πνθρακας:5,Χάλυβα:4,0,Χάλυβας:5,0
[CLS] το Χειρόγραφα:7 της Νεκράς:4 Θάλασσας:3 είναι μέρος του [MASK] . [SEP],πολέμου,Ιουδαϊσμού:5,0,Ιουδαϊσμός:5,0
[CLS] το Κτηνοτροφία:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Κτηνοτροφία:5,γεωργίας:5,0,γεωργία:5,0
[CLS] το Kriegsmarine είναι μέρος του [MASK] . [SEP],Kriegsmarine,Βέρμαχτ:5,0,Βέρμαχτ:5,0
[CLS] το Κβαντική:3 οπτική:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],κβαντικής:3,Φυσικής:3,0,Φυσική:3,0
[CLS] το Λουφτβάφε:8 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Βέρμαχτ:5,0,Βέρμαχτ:5,0
[CLS] το Λευϊτικό:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Λευϊτικού:5,Αγία:2 Γραφής:3,0,Αγία:2 Γραφή:3,0
[CLS] τα Τορά:2 είναι μέρος του [MASK] . [SEP],χώρας,Αγία:2 Γραφής:3,0,Αγία:2 Γραφή:3,0
[CLS] το Οικονομική:4 ιστορία είναι μέρος των [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Οικονομικών:4 ιστορία,οικονομικών:4,0,οικονομικά:4,0
[CLS] το Ορυκτολογία:6 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Πρυκλογία:5,χημείας:4,0,χημεία:3,0
[CLS] το Ορυκτολογία:6 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Πρυκλογία:5,Φυσικής:3,0,Φυσική:3,0
[CLS] το Ψυχοθεραπεία:7 είναι μέρος του [MASK] . [SEP],πολέμου,ψυχολογίας:4,0,ψυχολογία:4,0
[CLS] το Φωνολογία:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Φωνολογία:4,Γλωσσολογίας:6,0,Γλωσσολογία:6,0
[CLS] το Φωνητική:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Φωνητικής:4,Γλωσσολογίας:6,0,Γλωσσολογία:6,0
[CLS] το Τοξικολογία:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Τοξικολογία:5,χημείας:4,0,χημεία:3,0
[CLS] το φαρμακευτική:6 είναι μέρος του [MASK] . [SEP],πληθυσμού,χημείας:4,0,χημεία:3,0
[CLS] το Χριστιανική:5 ομολογία:3 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Χριστιας:5,Χριστιανισμού:6,0,Χριστιανισμός:6,0
[CLS] το Μυοκάρδιο:6 είναι μέρος των [MASK] . [SEP],ΗΠΑ,Καρδιών:4,0,Καρδιά:5,0
[CLS] το Φραγκονία:5 είναι μέρος του [MASK] . [SEP],χώρας,Βαυαρίας:5,0,Βαυαρία:5,0
[CLS] το Μαχαγιάνα:6 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Βουδισμού:4,0,Βουδισμός:5,0
[CLS] το Βόρεια:4 Αμερική:3 είναι μέρος του [MASK] . [SEP],πολέμου,Γη:2,0,Γη:2,0
[CLS] το Χημικός:4 δεσμός:2 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],χημικό:3 δεσμού:2,Μορίου:3,0,Μόριο:3,0
[CLS] το Ζεν:2 είναι μέρος του [MASK] [MASK] . [SEP],Ζεν:2,Βουδισμού:4,0,Βουδισμός:5,0
[CLS] το αφήλιο:3 είναι μέρος των [MASK] [MASK] [MASK] . [SEP],αφήλων:3,τροχιών:4,0,τροχιά:4,0
[CLS] το Πεζικό:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Πεζικού:4,στρατός:3 ξηρά:3,0,στρατός:3 ξηράς:3,0
[CLS] το ανατομία:4 είναι μέρος του [MASK] . [SEP],πολέμου,Ιατρικής:4,0,Ιατρική:3,0
[CLS] το Περιοχή:4 H II είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Περιο:3 H II,γαλαξίας:5,0,γαλαξίας:5,0
[CLS] το Φράκταλ:5 είναι μέρος των [MASK] . [SEP],ΗΠΑ,μαθηματικών:5,0,μαθηματικά:5,0
[CLS] το Μετωπιαίο:5 οστό:2 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Μετωπίου:4,κρανίου:4,0,κρανίο:4,0
[CLS] τα Πυτιά:4 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,τυριού:4,0,τυρί:4,0
[CLS] το Νευροεπιστήμη:9 είναι μέρος του [MASK] . [SEP],πολέμου,βιολογίας:3,0,βιολογία:3,0
[CLS] το Ηλεκτρονική:5 στοιβάδα:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Διβάου:5,ατόμου:3,0,άτομο:2,0
[CLS] το Νυρεμβέργη:8 είναι μέρος του [MASK] . [SEP],χώρας,Βαυαρίας:5,0,Βαυαρία:5,0
[CLS] το Νευράξονας:7 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Νεύρου:4,0,Νεύρο:3,0
[CLS] το μέρη:3 του λόγου:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],λόγου:3,Γλωσσολογίας:6,0,Γλωσσολογία:6,0
[CLS] το Κοτοπάξι:7 είναι μέρος του [MASK] . [SEP],χώρας,Άνδεις:5,0,Άνδεις:5,0
[CLS] το Τουνγκουράουα:8 είναι μέρος του [MASK] . [SEP],χώρας,Άνδεις:5,0,Άνδεις:5,0
[CLS] το Μιχαίας:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Μιχαίας:4,Αγία:2 Γραφής:3,0,Αγία:2 Γραφή:3,0
[CLS] το Βόρειο:4 Ημισφαίριο:8 είναι μέρος του [MASK] . [SEP],χώρας,Γη:2,0,Γη:2,0
[CLS] το Οπτική:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],Οπτική:3,Φυσικής:3,0,Φυσική:3,0
[CLS] το Φώνημα:4 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Γλωσσολογίας:6,0,Γλωσσολογία:6,0
[CLS] το Παλαιοντολογία:7 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Παιοολογία:5,βιολογίας:3,0,βιολογία:3,0
[CLS] το Μονμάρτρη:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Μονμάρτρη:5,Παρισιού:4,0,Παρίσι,0
[CLS] το Φυλογένεση:6 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Πυγένεση:5,βιολογίας:3,0,βιολογία:3,0
[CLS] το Ψαλμός:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Ψαλμού:4,Αγία:2 Γραφής:3,0,Αγία:2 Γραφή:3,0
[CLS] το Ταχυδρομείο:5 είναι μέρος των [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Ταχυδροτικών:5,Ταχυδρομικές:5 υπηρεσίες:5,0,Ταχυδρομικές:5 υπηρεσίες:5,0
[CLS] το Κενό:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],Κενό:3,Φυσικής:3,0,Φυσική:3,0
[CLS] το σημασιολογία:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],σημασιος:5,Γλωσσολογίας:6,0,Γλωσσολογία:6,0
[CLS] το SMTP:2 είναι μέρος του [MASK] [MASK] . [SEP],SMTP:2,Άλεκτρονικού:5,0,Ηλεκτρονικό:5 ταχυδρομείο:5,0
[CLS] το Γεννητικά:4 όργανα:4 είναι μέρος του [MASK] . [SEP],πολέμου,Οργανισμού:5,0,Οργανισμός:5,0
[CLS] το Τοξικολογία:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Τοξικολογία:5,βιολογίας:3,0,βιολογία:3,0
[CLS] το Ανθρώπινη:7 εξέλιξη:5 είναι μέρος του [MASK] . [SEP],πολέμου,Ανθρωπολογίας:6,0,Ανθρωπολογία:6,0
[CLS] το λαογραφία:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],λαολογίας:4,ιστορίας:2,0,ιστορία,0
[CLS] το εμβρυολογία:7 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],πμβυλογία:5,βιολογίας:3,0,βιολογία:3,0
[CLS] το Ηφαιστειακός:6 κρατήρας:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],κρατήραυ:4,Ωφαιστείου:5,0,Ηφαίστειο:7,0
[CLS] το Ταχύτητα:4 διαφυγής:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],πχύτητας:4,Διαστημοπλοίου:7,0,Διαστημόπλοιο:7,0
[CLS] το Πλανητικό:4 νεφέλωμα:6 είναι μέρος του [MASK] . [SEP],πολέμου,γαλαξίας:5,0,γαλαξίας:5,0
[CLS] το IMAP:2 είναι μέρος του [MASK] [MASK] . [SEP],IMAP:2,Άλεκτρονικού:5,0,Ηλεκτρονικό:5 ταχυδρομείο:5,0
[CLS] το ηθικότητα:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],πθικότητας:4,ηθικής:3,0,ηθική:3,0
[CLS] το ιστορική:3 περίοδος:2 είναι μέρος του [MASK] . [SEP],πολέμου,ιστορίας:2,0,ιστορία,0
[CLS] το Αμυγδαλή:6 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Εγκεφάλου:6,0,Εγκέφαλος:6,0
[CLS] το Απαγορευμένη:7 Πόλη:3 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Πεκίνου:4,0,Πεκίνο:4,0
[CLS] το τάφρος:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],τάφτος:4,οχύρωσης:5 οχυρώσεως:7,0,οχύρωση:4,0
[CLS] το Τροχόδρομος:6 αεροδρομίου:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],αεροδρομίου:5,αεροδρομίου:5,1,αεροδρόμιο:6,0
[CLS] το ανατομία:4 είναι μέρος του [MASK] . [SEP],πολέμου,βιολογίας:3,0,βιολογία:3,0
[CLS] το βιοφυσική:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],βιοφυσικής:5,βιολογίας:3,0,βιολογία:3,0
[CLS] το Στούπα:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],Στούπα:3,Βουδισμού:4,0,Βουδισμός:5,0
[CLS] το Άσμα:2 Ασμάτων:3 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Άσμα:2 Ασμάτων:3,Αγία:2 Γραφής:3,0,Αγία:2 Γραφή:3,0
[CLS] το Μιναρές:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Μιναρές:4,τζαμιού:4,0,τζαμί:4,0
[CLS] το Μεσεγκέφαλος:7 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Εγκεφάλου:6,0,Εγκέφαλος:6,0
[CLS] το Φύλο:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],Φύλο:3,υποοικογένειας:8,0,υποοικογένεια:7,0
[CLS] το organzion:2 behane:2 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],organzion:2 behane:2,κοινωνιολογίας:5,0,κοινωνιολογία:5,0
[CLS] το Αβατάρα:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Αβατάρα:4,Ινδουισμού:4,0,Ινδουισμός:5,0
[CLS] το Πρόγραμμα:2 υπολογιστή:6 είναι μέρος του [MASK] [MASK] . [SEP],Πρόγραμμα:2,Λογισμικού:7,0,Λογισμικό:6,0
[CLS] το αρχαιολογική:5 θέση είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,αρχαιολογίας:5,0,αρχαιολογία:5,0
[CLS] το γεωλογικό:5 υπόστρωμα:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],γεωωου:5,γεωλογισμού:6,0,γεωλογικός:6 σχηματισμός:5,0
[CLS] το Ουράνια:4 μηχανική:3 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Ουράικού:4,αστρονομίας:4,0,αστρονομία:4,0
[CLS] το Καταρρίχηση:8 είναι μέρος του [MASK] . [SEP],πολέμου,Αναρρίχησης:7 Αναρρι:4,0,Αναρρίχηση:7,0
[CLS] το Υδρολογία:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],Υδρολογία:3,οικολογίας:3,0,οικολογία:3,0
[CLS] το Εγκέφαλος:6 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,κεφαλιού:6,0,κεφάλι:5,0
[CLS] το Σύστημα:4 οργάνων:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Σύστηματος:4,Οργανισμού:5,0,Οργανισμός:5,0
[CLS] το Τιμολόγιο:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Τιμολόγιο:5,Λογιστικής:5,0,Λογιστική:5,0
[CLS] το φυσιολογία:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],φυσιολογία:4,βιολογίας:3,0,βιολογία:3,0
[CLS] το Επίσκοπος:5 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Ππίσκοπου:5,κλήρου:3,0,κλήρος:3,0
[CLS] το Ακονκάγκουα:7 είναι μέρος του [MASK] . [SEP],χώρας,Άνδεις:5,0,Άνδεις:5,0
[CLS] το Λευκά:4 Όρη:2 είναι μέρος του [MASK] . [SEP],πολέμου,Κρήτη:3,0,Κρήτη:3,0
[CLS] το Δημόσιες:5 Σχέσεις:3 είναι μέρος του [MASK] [MASK] . [SEP],Δήμου:2,Επικοινωνίας:7,0,Επικοινωνία:6,0
[CLS] το Σημειωτική:5 είναι μέρος του [MASK] . [SEP],χώρας,φιλοσοφίας:6,0,φιλοσοφία:5,0
[CLS] το Εκκλησιαστής:6 είναι μέρος του [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Εκκσιαστή:5,Αγία:2 Γραφής:3,0,Αγία:2 Γραφή:3,0
[CLS] το Εδέμ:4 είναι μέρος του [MASK] [MASK] [MASK] [MASK] . [SEP],Εδέμ:4,Παραδείσου:6,0,Παράδεισος:5,0
[CLS] το μοριακό:4 νέφος:3 είναι μέρος του [MASK] [MASK] [MASK] . [SEP],νέφος:3,γαλαξίας:5,0,γαλαξίας:5,0
