sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] BMW 5 Series Gran Turismo is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Nissan Livina:2 Geniss:2 is produced by [MASK] . [SEP],Nissan,Nissan,1,Nissan,1
[CLS] Windows Server 2003 is produced by [MASK] [MASK] [MASK] . [SEP],Windows Server 2003,Microsoft,0,Microsoft,0
[CLS] Dodge Dakota is produced by [MASK] [MASK] . [SEP],Dodge Dakota,Dodge,0,Dodge,0
[CLS] Audi 80 is produced by [MASK] [MASK] . [SEP],Audi 80,Audi,0,Audi,0
[CLS] Ferrari 212 Inter is produced by [MASK] [MASK] [MASK] . [SEP],Ferrari 212 Inter,Ferrari,0,Ferrari,0
[CLS] Nokia Lumia:2 900 is produced by [MASK] . [SEP],Nokia,Nokia,1,Nokia,1
[CLS] Kindle:2 Fire is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],the B . B,Amazon,0,Amazon,0
[CLS] Toyota Corona is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] BMW N54:3 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] British Rail Class 360 is produced by [MASK] [MASK] . [SEP],British Rail,Siemens,0,Siemens,0
[CLS] Lancia Dedra:2 is produced by [MASK] . [SEP],Lancia,Fiat,0,Fiat,0
[CLS] Douglas A2D:2 Skyshark:3 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Douglas Aircraft Co . Ltd,Douglas,0,Douglas,0
[CLS] Toyota Previa:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Nasr:2 - 1 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Nasr:2 - 1,Iran,0,Iran,0
[CLS] Dino is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,Ferrari,0,Ferrari,0
[CLS] Dino is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,Fiat,0,Fiat,0
[CLS] BMW 7 F01:2 F02:2 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Dodge Charger:2 is produced by [MASK] . [SEP],Dodge,Dodge,1,Dodge,1
[CLS] Douglas DC - 1 is produced by [MASK] [MASK] . [SEP],Douglas Aircraft,Douglas,0,Douglas,0
[CLS] Toyota Yaris:2 Verso is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Renault Safrane:3 is produced by [MASK] . [SEP],Renault,Renault,1,Renault,1
[CLS] Yamaha YZR:3 500 is produced by [MASK] . [SEP],Yamaha,Yamaha,1,Yamaha,1
[CLS] Acura:2 Legend is produced by [MASK] [MASK] [MASK] . [SEP],Acura:2 Legend,Honda,0,Honda,0
[CLS] Wii Balance Board is produced by [MASK] . [SEP],Wii,Nintendo,0,Nintendo,0
[CLS] Cadillac Series 61 is produced by [MASK] . [SEP],Cadillac,Cadillac,1,Cadillac,1
[CLS] Fiat Cinquecento:3 is produced by [MASK] . [SEP],Fiat,Fiat,1,Fiat,1
[CLS] Toyota Stout:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Nokia 1100 is produced by [MASK] . [SEP],Nokia,Nokia,1,Nokia,1
[CLS] Suzuki Jimny:2 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],. . . . .,Suzuki,0,Suzuki,0
[CLS] Toyota Dyna:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Bentley Turbo R is produced by [MASK] . [SEP],Bentley,Bentley,1,Bentley,1
[CLS] Chevrolet Aveo:2 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Chevrolet Aveo:2 Ltd,Chevrolet,0,Chevrolet,0
[CLS] Nissan Xterra:2 is produced by [MASK] [MASK] [MASK] . [SEP],Nissan . com,Nissan,0,Nissan,0
[CLS] Honda FCX:2 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Nintendo DS Lite:2 is produced by [MASK] . [SEP],Nintendo,Nintendo,1,Nintendo,1
[CLS] Renault 14 is produced by [MASK] . [SEP],Renault,Renault,1,Renault,1
[CLS] Porsche Panamera:3 is produced by [MASK] . [SEP],Porsche,Porsche,1,Porsche,1
[CLS] Nokia Lumia:2 630 is produced by [MASK] . [SEP],Nokia,Nokia,1,Nokia,1
[CLS] Dodge SRT:2 - 4 is produced by [MASK] . [SEP],Dodge,Dodge,1,Dodge,1
[CLS] Amiibo:2 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],: . . . .,Nintendo,0,Nintendo,0
[CLS] BMW M30:2 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Daihatsu:3 Charmant:3 is produced by [MASK] [MASK] . [SEP],Aichi:2,Toyota,0,Toyota,0
[CLS] Pontiac:2 Firebird:2 is produced by [MASK] [MASK] . [SEP],Pontiac:2,Chevrolet,0,Chevrolet,0
[CLS] Toyota Tundra:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Dodge Dynasty is produced by [MASK] . [SEP],Dodge,Dodge,1,Dodge,1
[CLS] PlayStation Eye is produced by [MASK] [MASK] . [SEP],PlayStation Eye,Sony,0,Sony,0
[CLS] Daihatsu:3 Sirion:2 is produced by [MASK] [MASK] [MASK] . [SEP],Daihatsu:3,Toyota,0,Toyota,0
[CLS] Honda Vamos:2 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Toyota Mark X ZiO:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Nokia N810:3 is produced by [MASK] . [SEP],Nokia,Nokia,1,Nokia,1
[CLS] Ferrari 250 GTO:2 is produced by [MASK] . [SEP],Ferrari,Fiat,0,Fiat,0
[CLS] Jeep:2 Commander is produced by [MASK] [MASK] [MASK] . [SEP],Jeep:2 Commander,Jeep:2,0,Jeep:2,0
[CLS] Lancia 037 is produced by [MASK] . [SEP],Lancia,Fiat,0,Fiat,0
[CLS] Porsche 911 is produced by [MASK] . [SEP],Porsche,Porsche,1,Porsche,1
[CLS] Nokia X is produced by [MASK] . [SEP],Nokia,Nokia,1,Nokia,1
[CLS] Nissan Be - 1 is produced by [MASK] . [SEP],Nissan,Nissan,1,Nissan,1
[CLS] Fiat Stilo:2 is produced by [MASK] . [SEP],Fiat,Fiat,1,Fiat,1
[CLS] Philips CD - i is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Philips CD . A,Philips,0,Philips,0
[CLS] IBM 1710 is produced by [MASK] . [SEP],IBM,IBM,1,IBM,1
[CLS] Typekit:2 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],S . S . .,Adobe Systems,0,Adobe Systems,0
[CLS] Honda Civic is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Nissan Armada is produced by [MASK] [MASK] . [SEP],Nissan Armada,Nissan,0,Nissan,0
[CLS] BMW E65:2 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] SteadyShot:4 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],St . St . St,Sony,0,Sony,0
[CLS] Acura:2 EL is produced by [MASK] [MASK] [MASK] . [SEP],Acura:2 EL,Honda,0,Honda,0
[CLS] Nokia 5800:2 XpressMusic:5 is produced by [MASK] . [SEP],Nokia,Nokia,1,Nokia,1
[CLS] Cadillac V - 16 is produced by [MASK] . [SEP],Cadillac,Cadillac,1,Cadillac,1
[CLS] Honda Brio:2 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Toyota FJ:2 Cruiser:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Honda Mobilio:3 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Audi A8 is produced by [MASK] [MASK] . [SEP],Audi A8,Audi,0,Audi,0
[CLS] Toyota Platz is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Chevrolet Vega is produced by [MASK] [MASK] . [SEP],Chevrolet Vega,Chevrolet,0,Chevrolet,0
[CLS] Nissan 300ZX:3 is produced by [MASK] . [SEP],Nissan,Nissan,1,Nissan,1
[CLS] Ferrari 195 Inter is produced by [MASK] . [SEP],Ferrari,Ferrari,1,Ferrari,1
[CLS] Porsche 911 GT2:2 is produced by [MASK] . [SEP],Porsche,Porsche,1,Porsche,1
[CLS] Sony NEX:2 - 5 is produced by [MASK] . [SEP],Sony,Sony,1,Sony,1
[CLS] Cadillac Eldorado:3 is produced by [MASK] . [SEP],Cadillac,Cadillac,1,Cadillac,1
[CLS] Dardo:2 IFV:2 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Dardo:2 IFV:2,Fiat,0,Fiat,0
[CLS] Rolls - Royce Phantom is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Rolls - Royce Phantom,BMW,0,BMW,0
[CLS] Renault 12 is produced by [MASK] . [SEP],Renault,Renault,1,Renault,1
[CLS] Toyota Tacoma:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Acura:2 TL:2 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Acura:2 TL:2,Honda,0,Honda,0
[CLS] Autobianchi:3 A112:2 is produced by [MASK] [MASK] [MASK] . [SEP],Autobianchi:3,Fiat,0,Fiat,0
[CLS] Nissan Bluebird:2 is produced by [MASK] . [SEP],Nissan,Nissan,1,Nissan,1
[CLS] Audi A1 is produced by [MASK] [MASK] . [SEP],Audi A1,Audi,0,Audi,0
[CLS] Dodge Stratus:3 is produced by [MASK] . [SEP],Dodge,Dodge,1,Dodge,1
[CLS] PGM:2 - 11 Redstone:2 is produced by [MASK] [MASK] . [SEP],Redstone:2,Chrysler,0,Chrysler,0
[CLS] Toyota Origin is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Nokia N8:2 is produced by [MASK] . [SEP],Nokia,Nokia,1,Nokia,1
[CLS] Volvo C30:2 is produced by [MASK] . [SEP],Volvo,Volvo,1,Volvo,1
[CLS] Sony NEX:2 - 7 is produced by [MASK] . [SEP],Sony,Sony,1,Sony,1
[CLS] Cadillac ELR:2 is produced by [MASK] . [SEP],Cadillac,Cadillac,1,Cadillac,1
[CLS] Ferrari F12:2 berlinetta:4 is produced by [MASK] . [SEP],Ferrari,Ferrari,1,Ferrari,1
[CLS] Nissan NPT:2 - 90 is produced by [MASK] . [SEP],Nissan,Nissan,1,Nissan,1
[CLS] Ferrari 458 is produced by [MASK] . [SEP],Ferrari,Ferrari,1,Ferrari,1
[CLS] Acura:2 TSX:2 is produced by [MASK] [MASK] . [SEP],Acura:2,Honda,0,Honda,0
[CLS] BMW Z1:2 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] C - 40 Clipper:2 is produced by [MASK] [MASK] [MASK] . [SEP],C - 40,Boeing,0,Boeing,0
[CLS] Nissan Wingroad:3 is produced by [MASK] . [SEP],Nissan,Nissan,1,Nissan,1
[CLS] Fiat Dino is produced by [MASK] . [SEP],Fiat,Fiat,1,Fiat,1
[CLS] Ferrari F40:2 is produced by [MASK] . [SEP],Ferrari,Ferrari,1,Ferrari,1
[CLS] Dodge Colt is produced by [MASK] [MASK] . [SEP],Dodge Colt,Dodge,0,Dodge,0
[CLS] Acura:2 RDX:2 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Acura:2 RDX:2,Honda,0,Honda,0
[CLS] Honda Vigor:2 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Fiat 1100 is produced by [MASK] . [SEP],Fiat,Fiat,1,Fiat,1
[CLS] BMW 4 Series is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Honda NSX:2 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] BMW 3 Series is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Suzuki Aerio:3 is produced by [MASK] . [SEP],Suzuki,Suzuki,1,Suzuki,1
[CLS] Honda NSR250:4 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Porsche 356 is produced by [MASK] . [SEP],Porsche,Porsche,1,Porsche,1
[CLS] LZ:2 127 Graf Zeppelin is produced by [MASK] [MASK] [MASK] . [SEP],LZ:2 127,Zeppelin,0,Zeppelin,0
[CLS] BMW 6 Series is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Toyota RAV4:3 EV is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Ferrari 125 F1 is produced by [MASK] . [SEP],Ferrari,Ferrari,1,Ferrari,1
[CLS] Chevrolet Monza ( Brazil ) is produced by [MASK] [MASK] . [SEP],Chevrolet Monza,Chevrolet,0,Chevrolet,0
[CLS] CineAlta:3 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],S . A . S,Sony,0,Sony,0
[CLS] Honda Stream is produced by [MASK] [MASK] . [SEP],Honda Stream,Honda,0,Honda,0
[CLS] Honda Wave series is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Zeppelin LZ:2 2 is produced by [MASK] . [SEP],Zeppelin,Zeppelin,1,Zeppelin,1
[CLS] Porsche 911 GT3:2 is produced by [MASK] . [SEP],Porsche,Porsche,1,Porsche,1
[CLS] Toyota Highlander:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Chevrolet Corvette:2 C3 is produced by [MASK] [MASK] [MASK] . [SEP],Chevrolet Corvette:2,Chevrolet,0,Chevrolet,0
[CLS] Nissan Sentra:2 is produced by [MASK] . [SEP],Nissan,Nissan,1,Nissan,1
[CLS] Renault Twingo:2 is produced by [MASK] . [SEP],Renault,Renault,1,Renault,1
[CLS] Dodge Charger:2 is produced by [MASK] . [SEP],Dodge,Dodge,1,Dodge,1
[CLS] iPod Mini is produced by [MASK] [MASK] . [SEP],iPod Micro,Apple,0,Apple,0
[CLS] Toyota Raum is produced by [MASK] [MASK] . [SEP],Toyota Raum,Toyota,0,Toyota,0
[CLS] Apple II series is produced by [MASK] . [SEP],Apple,Apple,1,Apple,1
[CLS] Honda VFR1200F:5 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Lexus:2 SC is produced by [MASK] [MASK] [MASK] . [SEP],Lexus:2 SC,Toyota,0,Toyota,0
[CLS] Dodge WC54:3 is produced by [MASK] . [SEP],Dodge,Dodge,1,Dodge,1
[CLS] Honda CX series is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] BMW X5:2 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Bentley T - series is produced by [MASK] . [SEP],Bentley,Bentley,1,Bentley,1
[CLS] Audi R8R:3 is produced by [MASK] . [SEP],Audi,Audi,1,Audi,1
[CLS] Triumph TR2:2 is produced by [MASK] . [SEP],Triumph,Triumph,1,Triumph,1
[CLS] IBM 5100:2 is produced by [MASK] . [SEP],IBM,IBM,1,IBM,1
[CLS] Toyota Belta:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Game Boy Advance SP is produced by [MASK] [MASK] [MASK] . [SEP],Game Boy Advance,Nintendo,0,Nintendo,0
[CLS] Renault 4 is produced by [MASK] . [SEP],Renault,Renault,1,Renault,1
[CLS] Renault 25 is produced by [MASK] . [SEP],Renault,Renault,1,Renault,1
[CLS] Fiat 500X:2 is produced by [MASK] . [SEP],Fiat,Fiat,1,Fiat,1
[CLS] Chevrolet Captiva:2 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Chevrolet Co . Co,Chevrolet,0,Chevrolet,0
[CLS] Chrysler 3 . 3 & 3 . 8 engine is produced by [MASK] . [SEP],Chrysler,Chrysler,1,Chrysler,1
[CLS] Toyota Crown is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Jeep:2 Cherokee ( XJ:2 ) is produced by [MASK] [MASK] [MASK] . [SEP],Jeep:2 Cherokee,Jeep:2,0,Jeep:2,0
[CLS] Mercury Colony Park is produced by [MASK] . [SEP],Mercury,Mercury,1,Mercury,1
[CLS] Sony Alpha 77 is produced by [MASK] . [SEP],Sony,Sony,1,Sony,1
[CLS] Volvo 200 Series is produced by [MASK] . [SEP],Volvo,Volvo,1,Volvo,1
[CLS] M6 Gun Motor Carriage:3 is produced by [MASK] [MASK] [MASK] . [SEP],M . M,Dodge,0,Dodge,0
[CLS] Nissan Cedric is produced by [MASK] [MASK] . [SEP],Nissan Cedric,Nissan,0,Nissan,0
[CLS] BMW M5:2 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Fiat Barchetta:3 is produced by [MASK] . [SEP],Fiat,Fiat,1,Fiat,1
[CLS] IBM 9370:2 is produced by [MASK] . [SEP],IBM,IBM,1,IBM,1
[CLS] Prince R380:3 is produced by [MASK] . [SEP],Prince,Nissan,0,Nissan,0
[CLS] Daihatsu:3 Compagno:3 is produced by [MASK] [MASK] [MASK] . [SEP],Daihatsu:3,Toyota,0,Toyota,0
[CLS] Plymouth Valiant:2 is produced by [MASK] . [SEP],Plymouth,Chrysler,0,Chrysler,0
[CLS] C - 119 Flying Boxcar:2 is produced by [MASK] [MASK] [MASK] . [SEP],C - 119,Fairchild,0,Fairchild,0
[CLS] Toyota Paseo:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] DeltaWing:3 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],: DeltaWing:3,Nissan,0,Nissan,0
[CLS] Hepcidin:4 antimicrobial:5 peptide:3 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Hepcidin:4,liver,0,liver,0
[CLS] Toyota Auris:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] BMW E9:2 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] BMW M70:2 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] LGA:2 775 is produced by [MASK] . [SEP],LG,Intel,0,Intel,0
[CLS] Dodge Dart:2 is produced by [MASK] . [SEP],Dodge,Dodge,1,Dodge,1
[CLS] Boeing 777 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Boeing and Boeing Boeing,Boeing,0,Boeing,0
[CLS] Dodge Caravan:2 is produced by [MASK] . [SEP],Dodge,Dodge,1,Dodge,1
[CLS] Honda RA272:3 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] IBM Personal Computer is produced by [MASK] . [SEP],IBM,IBM,1,IBM,1
[CLS] Dodge Rampage:2 is produced by [MASK] . [SEP],Dodge,Dodge,1,Dodge,1
[CLS] Nissan Elgrand:3 is produced by [MASK] . [SEP],Nissan,Nissan,1,Nissan,1
[CLS] Honda Express is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Windows 7 is produced by [MASK] . [SEP],Microsoft,Microsoft,1,Microsoft,1
[CLS] Volvo S40:2 is produced by [MASK] . [SEP],Volvo,Volvo,1,Volvo,1
[CLS] Lancia Thema is produced by [MASK] . [SEP],Lancia,Fiat,0,Fiat,0
[CLS] Game Boy Micro is produced by [MASK] [MASK] . [SEP],Game Boy,Nintendo,0,Nintendo,0
[CLS] Nintendo 3DS is produced by [MASK] [MASK] . [SEP],Nintendo 3DS,Nintendo,0,Nintendo,0
[CLS] Suzuki GT750:3 is produced by [MASK] . [SEP],Suzuki,Suzuki,1,Suzuki,1
[CLS] Honda Accord:3 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Chevrolet Biscayne:3 is produced by [MASK] . [SEP],Chevrolet,Chevrolet,1,Chevrolet,1
[CLS] BMW i8:2 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Porsche 996 is produced by [MASK] . [SEP],Porsche,Porsche,1,Porsche,1
[CLS] Bentley Arnage:2 is produced by [MASK] . [SEP],Bentley,Bentley,1,Bentley,1
[CLS] Fully:2 Integrated Robotised:2 Engine is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],the U . S,Fiat,0,Fiat,0
[CLS] Atari 8 - bit family is produced by [MASK] . [SEP],Atari,Atari,1,Atari,1
[CLS] Nokia Lumia:2 925 is produced by [MASK] . [SEP],Nokia,Nokia,1,Nokia,1
[CLS] Ferrari Monza is produced by [MASK] . [SEP],Ferrari,Ferrari,1,Ferrari,1
[CLS] Toyota Publica:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Suzuki GSV:2 - R is produced by [MASK] . [SEP],Suzuki,Suzuki,1,Suzuki,1
[CLS] Audi RSQ:2 is produced by [MASK] . [SEP],Audi,Audi,1,Audi,1
[CLS] Nissan Murano:2 is produced by [MASK] . [SEP],Nissan,Nissan,1,Nissan,1
[CLS] iPad 4 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],U . S .,Apple,0,Apple,0
[CLS] BMW X1:2 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] BMW 328 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Suzuki Kizashi:3 is produced by [MASK] . [SEP],Suzuki,Suzuki,1,Suzuki,1
[CLS] Renault 19 is produced by [MASK] . [SEP],Renault,Renault,1,Renault,1
[CLS] Toyota Alphard:2 is produced by [MASK] . [SEP],Toyota,Toyota,1,Toyota,1
[CLS] Chevrolet Aveo:2 T200:2 is produced by [MASK] . [SEP],Chevrolet,Chevrolet,1,Chevrolet,1
[CLS] Nissan Sunny is produced by [MASK] [MASK] . [SEP],Nissan Sunny,Nissan,0,Nissan,0
[CLS] BMW 3 Series is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Alfa Romeo SZ:2 is produced by [MASK] [MASK] . [SEP],Alfa Romeo,Fiat,0,Fiat,0
[CLS] Audi Q5:2 is produced by [MASK] . [SEP],Audi,Audi,1,Audi,1
[CLS] BMW 303 is produced by [MASK] . [SEP],BMW,BMW,1,BMW,1
[CLS] Ferrari 166 S is produced by [MASK] . [SEP],Ferrari,Ferrari,1,Ferrari,1
[CLS] Honda Fireblade:3 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Nissan Quest is produced by [MASK] [MASK] . [SEP],Nissan Quest,Nissan,0,Nissan,0
[CLS] Lancia Lybra:3 is produced by [MASK] . [SEP],Lancia,Fiat,0,Fiat,0
[CLS] Ferrari FF is produced by [MASK] . [SEP],Ferrari,Ferrari,1,Ferrari,1
[CLS] Honda NR500:3 is produced by [MASK] . [SEP],Honda,Honda,1,Honda,1
[CLS] Hwasong:3 - 5 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Hwasong:3 - 5,Iran,0,Iran,0
[CLS] Audi e - tron is produced by [MASK] . [SEP],Audi,Audi,1,Audi,1
[CLS] Volvo 140 Series is produced by [MASK] . [SEP],Volvo,Volvo,1,Volvo,1
[CLS] Renault Dauphine:3 is produced by [MASK] . [SEP],Renault,Renault,1,Renault,1
[CLS] Hercules Graphics Card is produced by [MASK] [MASK] [MASK] . [SEP],Hercules Graphics Card,Hercules,0,Hercules,0
[CLS] Samsung NX:2 - mount:2 is produced by [MASK] . [SEP],Samsung,Samsung,1,Samsung,1
