sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] ο Χέρμαν:3 Φον:2 Γέριγκ:3 ειδικεύεται:6 στο πεδίο:4 του Ζωολογία:4 . [SEP],Ζωολογία:4,Ζωολογία:4,1,Ζωολογία:4,1,-1.65811
[CLS] ο Ρόστισλαβ:7 Αλέξεεβ:6 ειδικεύεται:6 στο πεδίο:4 του Ναυπήγησης:6 Ναυπηγή:5 . [SEP],Ναυπήγησης:6 Ναυπηγή:5,Ναυπήγησης:6 Ναυπηγή:5,1,Ναυπήγηση:5,0,-1.30165
[CLS] η Μαρία Κιουρί:4 ειδικεύεται:6 στο πεδίο:4 του ραδιενέργειας:8 . [SEP],ραδιενέργειας:8,ραδιενέργειας:8,1,ραδιενέργεια:7,0,-0.55357
[CLS] ο Αντονί:3 Μαρσιάλ:5 ειδικεύεται:6 στο πεδίο:4 του ποδόσφαιρου:8 . [SEP],ποδόσφαιρου:8,ποδόσφαιρου:8,1,ποδόσφαιρο:8,0,-0.24021
[CLS] ο Διομήδης:4 Κυριακός:4 ειδικεύεται:6 στο πεδίο:4 του Συνταγματικού:5 . [SEP],Συνταγματικού:5,Συνταγματικού:5,1,Συνταγματικό:5 Δίκαιο:3,0,-0.22264
[CLS] ο Φρίντριχ:6 Κόλραους:5 ειδικεύεται:6 στο πεδίο:4 του φυσικής:3 . [SEP],φυσικής:3,φυσικής:3,1,φυσική:3,0,-1.87008
[CLS] ο Ουίλιαμ:5 Λάσελ:4 ειδικεύεται:6 στο πεδίο:4 του αστρονομίας:4 . [SEP],αστρονομίας:4,αστρονομίας:4,1,αστρονομία:4,0,-0.48956
[CLS] ο Τωβίας:3 Μάγερ:4 ειδικεύεται:6 στο πεδίο:4 του Χαρτογραφίας:6 . [SEP],Χαρτογραφίας:6,Χαρτογραφίας:6,1,Χαρτογραφία:5,0,-2.47026
[CLS] ο Σαρλ:4 Λενορμάν:6 ειδικεύεται:6 στο πεδίο:4 του αρχαιολογίας:5 . [SEP],αρχαιολογίας:5,αρχαιολογίας:5,1,αρχαιολογία:5,0,-0.25660
[CLS] ο Ε . Τ . Γουίτακερ:6 ειδικεύεται:6 στο πεδίο:4 των μαθηματικών:5 . [SEP],μαθηματικών:5,μαθηματικών:5,1,μαθηματικά:5,0,-0.11191
[CLS] ο Αλέξανδρος:6 Φιλαδελφεύς:8 ειδικεύεται:6 στο πεδίο:4 του αρχαιολογίας:5 . [SEP],αρχαιολογίας:5,αρχαιολογίας:5,1,αρχαιολογία:5,0,-0.52991
[CLS] ο Φρανκ:4 Νέλσον:4 Κόουλ:4 ειδικεύεται:6 στο πεδίο:4 των μαθηματικών:5 . [SEP],μαθηματικών:5,μαθηματικών:5,1,μαθηματικά:5,0,-0.09320
[CLS] το Πρώιμη:5 φλαμανδική:4 ζωγραφική:3 ειδικεύεται:6 στο πεδίο:4 του ζωγραφικής:4 . [SEP],ζωγραφικής:4,ζωγραφικής:4,1,ζωγραφική:3,0,-0.05231
[CLS] ο Νικόλαος:4 Κοπέρνικος:6 ειδικεύεται:6 στο πεδίο:4 του αστρονομίας:4 . [SEP],αστρονομίας:4,αστρονομίας:4,1,αστρονομία:4,0,-0.87349
[CLS] ο Ούλριχ:5 Μπεκ:3 ειδικεύεται:6 στο πεδίο:4 του κοινωνιολογίας:5 . [SEP],κοινωνιολογίας:5,κοινωνιολογίας:5,1,κοινωνιολογία:5,0,-0.40285
[CLS] ο Φρεντερίκ:6 Κυβιέ:5 ειδικεύεται:6 στο πεδίο:4 του Παλαιοντολογίας:7 . [SEP],Παλαιοντολογίας:7,Παλαιοντολογίας:7,1,Παλαιοντολογία:7,0,-1.67932
[CLS] ο Έριχ:3 Χέκε:3 ειδικεύεται:6 στο πεδίο:4 του θεωρία:3 αριθμών:4 . [SEP],θεωρία:3 αριθμών:4,θεωρία:3 αριθμών:4,1,θεωρία:3 αριθμών:4,1,-0.19766
[CLS] ο Ουόλτερ:5 Άιζαρντ:4 ειδικεύεται:6 στο πεδίο:4 του γεωγραφίας:5 . [SEP],γεωγραφίας:5,γεωγραφίας:5,1,γεωγραφία:4,0,-0.86358
[CLS] ο Μάρσαλ:5 Χωλ:3 ειδικεύεται:6 στο πεδίο:4 του Θεωρία:3 ομάδων:3 . [SEP],Θεωρία:3 ομάδων:3,Θεωρία:3 ομάδων:3,1,Θεωρία:3 ομάδων:3,1,-1.33574
[CLS] ο Σάμουελ:4 Χάνεμαν:4 ειδικεύεται:6 στο πεδίο:4 του Ομοιοπαθητικής:6 . [SEP],Ομοιοπαθητικής:6,Ομοιοπαθητικής:6,1,Ομοιοπαθητική:6,0,-3.04060
[CLS] το ποιότητα:3 ειδικεύεται:6 στο πεδίο:4 του Αναγνώριση:6 προτύπων:5 . [SEP],Αναγνώριση:6 προτύπων:5,Αναγνώριση:6 προτύπων:5,1,Αναγνώριση:6 προτύπων:5,1,-1.10010
[CLS] η Σάντρα:3 Φέιμπερ:6 ειδικεύεται:6 στο πεδίο:4 του αστροφυσικής:5 . [SEP],αστροφυσικής:5,αστροφυσικής:5,1,αστροφυσική:5,0,-1.94787
[CLS] ο Ρέι:3 Κέρζουελ:5 ειδικεύεται:6 στο πεδίο:4 του Μελλοντολογίας:5 . [SEP],Μελλοντολογίας:5,Μελλοντολογίας:5,1,Μελλοντολογία:5,0,-2.44188
[CLS] ο Νικολάϊ:5 Μπογκολιούμποφ:9 ειδικεύεται:6 στο πεδίο:4 των μαθηματικών:5 . [SEP],μαθηματικών:5,μαθηματικών:5,1,μαθηματικά:5,0,-0.09731
[CLS] ο Αδόλφος:5 φον:2 Μπάιερ:5 ειδικεύεται:6 στο πεδίο:4 του οργανικής:4 χημείας:4 . [SEP],οργανικής:4 χημείας:4,οργανικής:4 χημείας:4,1,οργανική:4 χημεία:3,0,-0.23847
[CLS] ο Άλφρεντ:6 Μάρσαλ:5 ειδικεύεται:6 στο πεδίο:4 των οικονομικών:4 . [SEP],οικονομικών:4,οικονομικών:4,1,οικονομικά:4,0,-0.18061
[CLS] ο Γιούρι:4 Ορλόφ:4 ειδικεύεται:6 στο πεδίο:4 του Ζωολογία:4 . [SEP],Ζωολογία:4,Ζωολογία:4,1,Ζωολογία:4,1,-1.60236
[CLS] ο Ανρί:3 Μπεκερέλ:6 ειδικεύεται:6 στο πεδίο:4 του φυσικής:3 . [SEP],φυσικής:3,φυσικής:3,1,φυσική:3,0,-2.55115
[CLS] ο Γαλιλαίος:5 Γαλιλέι:6 ειδικεύεται:6 στο πεδίο:4 του φυσικής:3 . [SEP],φυσικής:3,φυσικής:3,1,φυσική:3,0,-2.55222
[CLS] ο Ντμίτρι:6 Μεντελέγιεφ:8 ειδικεύεται:6 στο πεδίο:4 του χημείας:4 . [SEP],χημείας:4,χημείας:4,1,χημεία:3,0,-0.35063
[CLS] ο Λέοναρντ:5 Όιλερ:3 ειδικεύεται:6 στο πεδίο:4 του φυσικής:3 . [SEP],φυσικής:3,φυσικής:3,1,φυσική:3,0,-2.06680
[CLS] ο Χανς:3 Χαν:2 ειδικεύεται:6 στο πεδίο:4 του Θεωρία:3 συνόλων:4 . [SEP],Θεωρία:3 συνόλων:4,Θεωρία:3 συνόλων:4,1,Θεωρία:3 συνόλων:4,1,-1.38976
[CLS] ο Άλμπερτ:5 Έλλις:4 ειδικεύεται:6 στο πεδίο:4 του κλινικής:3 ψυχολογίας:4 . [SEP],κλινικής:3 ψυχολογίας:4,κλινικής:3 ψυχολογίας:4,1,κλινική:3 ψυχολογία:4,0,-0.37822
[CLS] ο Χέρμαν:3 φον:2 Χέλμχολτς:7 ειδικεύεται:6 στο πεδίο:4 του φυσιολογίας:4 . [SEP],φυσιολογίας:4,φυσιολογίας:4,1,φυσιολογία:4,0,-0.80128
[CLS] η Υπατία:3 ειδικεύεται:6 στο πεδίο:4 του φιλοσοφίας:6 . [SEP],φιλοσοφίας:6,φιλοσοφίας:6,1,φιλοσοφία:5,0,-0.12194
[CLS] ο Άλφρεντ:6 Κίνσεϊ:5 ειδικεύεται:6 στο πεδίο:4 του βιολογίας:3 . [SEP],βιολογίας:3,βιολογίας:3,1,βιολογία:3,0,-0.52724
[CLS] ο Χρήστος:3 Τσούντας:4 ειδικεύεται:6 στο πεδίο:4 του κλασική:3 αρχαιολογίας:5 . [SEP],κλασική:3 αρχαιολογίας:5,κλασική:3 αρχαιολογίας:5,1,κλασική:3 αρχαιολογία:5,0,-0.62389
[CLS] η Τζούντιθ:5 Μπάτλερ:5 ειδικεύεται:6 στο πεδίο:4 του Θεωρία:3 της λογοτεχνίας:6 . [SEP],Θεωρία:3 της λογοτεχνίας:6,Θεωρία:3 της λογοτεχνίας:6,1,Θεωρία:3 της λογοτεχνίας:6,1,-0.72976
[CLS] ο Φίλιπ:4 Μίλερ:3 ειδικεύεται:6 στο πεδίο:4 του Βοτανικής:4 . [SEP],Βοτανικής:4,Βοτανικής:4,1,Βοτανική:4,0,-3.20271
[CLS] ο Κάλλιπος:4 ειδικεύεται:6 στο πεδίο:4 του αστρονομίας:4 . [SEP],αστρονομίας:4,αστρονομίας:4,1,αστρονομία:4,0,-0.58849
[CLS] ο Ντόναλντ:5 Κνουθ:3 ειδικεύεται:6 στο πεδίο:4 του Επιστήμη:5 υπολογιστών:6 . [SEP],Επιστήμη:5 υπολογιστών:6,Επιστήμη:5 υπολογιστών:6,1,Επιστήμη:5 υπολογιστών:6,1,-0.87986
[CLS] ο Ότο:2 Νόιρατ:5 ειδικεύεται:6 στο πεδίο:4 του κοινωνιολογίας:5 . [SEP],κοινωνιολογίας:5,κοινωνιολογίας:5,1,κοινωνιολογία:5,0,-0.43170
[CLS] ο Τζον:3 Άρτσιμπαλντ:7 Ουίλερ:4 ειδικεύεται:6 στο πεδίο:4 του φυσικής:3 . [SEP],φυσικής:3,φυσικής:3,1,φυσική:3,0,-1.96340
[CLS] ο Κριστιάν:5 ντε Ντυβ:4 ειδικεύεται:6 στο πεδίο:4 του Κυτταρικής:5 βιολογίας:3 . [SEP],Κυτταρικής:5 βιολογίας:3,Κυτταρικής:5 βιολογίας:3,1,Κυτταρική:5 βιολογία:3,0,-1.43855
[CLS] το Πουαντιγισμός:7 ειδικεύεται:6 στο πεδίο:4 του ζωγραφικής:4 . [SEP],ζωγραφικής:4,ζωγραφικής:4,1,ζωγραφική:3,0,-1.11988
[CLS] ο Γεώργιος Μεταλληνός:5 ειδικεύεται:6 στο πεδίο:4 του θεολογίας:4 . [SEP],θεολογίας:4,θεολογίας:4,1,θεολογία:4,0,-1.45146
[CLS] ο Στήβεν:4 Χόκινγκ:5 ειδικεύεται:6 στο πεδίο:4 του κβαντική:3 βαρύτητας:5 . [SEP],κβαντική:3 βαρύτητας:5,κβαντική:3 βαρύτητας:5,1,κβαντική:3 βαρύτητα:5,0,-1.68348
[CLS] ο Μάρεϊ:5 Ρόθμπαρντ:6 ειδικεύεται:6 στο πεδίο:4 του Ελευθερισμού:6 . [SEP],Ελευθερισμού:6,Ελευθερισμού:6,1,Ελευθερισμός:6,0,-0.41400
[CLS] ο Γκοΐτσι:5 Σούντα:3 ειδικεύεται:6 στο πεδίο:4 του βιντεοπαιχνιδιού:9 . [SEP],βιντεοπαιχνιδιού:9,βιντεοπαιχνιδιού:9,1,βιντεοπαιχνίδι:9,0,-0.18310
[CLS] το Γράφος:3 ειδικεύεται:6 στο πεδίο:4 του Επιστήμη:5 υπολογιστών:6 . [SEP],Επιστήμη:5 υπολογιστών:6,Επιστήμη:5 υπολογιστών:6,1,Επιστήμη:5 υπολογιστών:6,1,-0.99990
[CLS] ο Γκόντφρεϊ:7 Χάρολντ:5 Χάρντι:4 ειδικεύεται:6 στο πεδίο:4 του θεωρία:3 αριθμών:4 . [SEP],θεωρία:3 αριθμών:4,θεωρία:3 αριθμών:4,1,θεωρία:3 αριθμών:4,1,-0.20747
[CLS] ο Μαρίνος:4 ο Τύριος:3 ειδικεύεται:6 στο πεδίο:4 του Χαρτογραφίας:6 . [SEP],Χαρτογραφίας:6,Χαρτογραφίας:6,1,Χαρτογραφία:5,0,-2.54250
[CLS] ο Μέναιχμος:5 ειδικεύεται:6 στο πεδίο:4 του Γεωμετρίας:6 . [SEP],Γεωμετρίας:6,Γεωμετρίας:6,1,Γεωμετρία:6,0,-0.57691
[CLS] ο Μαξ:3 Γιόζεφ:5 φον:2 Πέττενκοφερ:8 ειδικεύεται:6 στο πεδίο:4 του χημείας:4 . [SEP],χημείας:4,χημείας:4,1,χημεία:3,0,-0.30910
[CLS] ο Γιόζεφ:5 Σουμπέτερ:6 ειδικεύεται:6 στο πεδίο:4 των οικονομικών:4 . [SEP],οικονομικών:4,οικονομικών:4,1,οικονομικά:4,0,-0.23591
[CLS] ο Μαξ:3 Βέμπερ:5 ειδικεύεται:6 στο πεδίο:4 των οικονομικών:4 . [SEP],οικονομικών:4,οικονομικών:4,1,οικονομικά:4,0,-0.20251
[CLS] ο Τζάρεντ:6 Ντάιαμοντ:5 ειδικεύεται:6 στο πεδίο:4 του οικολογίας:3 . [SEP],οικολογίας:3,οικολογίας:3,1,οικολογία:3,0,-1.37642
[CLS] το Υπουργείο:5 Γεωργίας:5 ειδικεύεται:6 στο πεδίο:4 του γεωργίας:5 . [SEP],γεωργίας:5,γεωργίας:5,1,γεωργία:5,0,-0.65627
[CLS] ο Λουί:3 ντε Μπρολί:5 ειδικεύεται:6 στο πεδίο:4 του θεωρητικής:5 φυσικής:3 . [SEP],θεωρητικής:5 φυσικής:3,θεωρητικής:5 φυσικής:3,1,θεωρητική:5 φυσική:3,0,-0.30400
[CLS] ο Σατόσι:4 Τατζίρι:4 ειδικεύεται:6 στο πεδίο:4 του βιντεοπαιχνιδιού:9 . [SEP],βιντεοπαιχνιδιού:9,βιντεοπαιχνιδιού:9,1,βιντεοπαιχνίδι:9,0,-0.20312
[CLS] ο Δημήτρης:5 Δημητράκος:6 ειδικεύεται:6 στο πεδίο:4 του γνωσιολογίας:4 . [SEP],γνωσιολογίας:4,γνωσιολογίας:4,1,γνωσιολογία:4,0,-3.58424
[CLS] ο Αλ:2 - Κίντι:3 ειδικεύεται:6 στο πεδίο:4 των μαθηματικών:5 . [SEP],μαθηματικών:5,μαθηματικών:5,1,μαθηματικά:5,0,-0.06070
[CLS] το Security Service ειδικεύεται:6 στο πεδίο:4 του αντικατασκοπίας:7 . [SEP],αντικατασκοπίας:7,αντικατασκοπίας:7,1,αντικατασκοπία:7,0,-2.15176
[CLS] ο Τζέιμς:6 Φρέιζερ:6 ειδικεύεται:6 στο πεδίο:4 του Ανθρωπολογίας:6 . [SEP],Ανθρωπολογίας:6,Ανθρωπολογίας:6,1,Ανθρωπολογία:6,0,-1.30545
[CLS] ο Καρλ:4 Βάιερστρας:6 ειδικεύεται:6 στο πεδίο:4 του Μιγαδικής:5 αναλής:2 . [SEP],Μιγαδικής:5 αναλής:2,Μιγαδικής:5 αναλής:2,1,Μιγαδική:4 ανάλυση:3,0,-5.11538
[CLS] ο Στήβεν:4 Χόκινγκ:5 ειδικεύεται:6 στο πεδίο:4 του γενικής:3 τεωρότητας:5 . [SEP],γενικής:3 τεωρότητας:5,γενικής:3 τεωρότητας:5,1,γενική:3 θεωρία:3 της σχετικότητας:4,0,-1.52325
[CLS] ο Τζον:3 Ντάγκλας:5 Κόκροφτ:6 ειδικεύεται:6 στο πεδίο:4 του φυσικής:3 . [SEP],φυσικής:3,φυσικής:3,1,φυσική:3,0,-2.03923
[CLS] η Ανν:2 Ντάνχαμ:5 ειδικεύεται:6 στο πεδίο:4 του Ανθρωπολογίας:6 . [SEP],Ανθρωπολογίας:6,Ανθρωπολογίας:6,1,Ανθρωπολογία:6,0,-1.51088
[CLS] ο Κάρλο:4 Μαντέρνο:5 ειδικεύεται:6 στο πεδίο:4 του μπαρόκτονικης:7 . [SEP],μπαρόκτονικης:7,μπαρόκτονικης:7,1,μπαρόκ:4 αρχιτεκτονική:8,0,-4.03022
[CLS] ο Άρνοστ:4 Λούστιγκ:5 ειδικεύεται:6 στο πεδίο:4 του Ολοκαυτώματος:7 . [SEP],Ολοκαυτώματος:7,Ολοκαυτώματος:7,1,Ολοκαύτωμα:6,0,-2.57259
[CLS] ο Αλεξάντερ:5 Άντριενσεν:6 ειδικεύεται:6 στο πεδίο:4 του Νεκρή:4 φύσης:3 Νεκρησ:5 . [SEP],Νεκρή:4 φύσης:3 Νεκρησ:5,Νεκρή:4 φύσης:3 Νεκρησ:5,1,Νεκρή:4 φύση:2,0,-2.14276
[CLS] η Καλλιόπη:6 ειδικεύεται:6 στο πεδίο:4 του έπου:2 . [SEP],έπου:2,έπου:2,1,έπος:2,0,-4.74796
[CLS] ο Άλμπρεχτ:8 Βέμπερ:5 ειδικεύεται:6 στο πεδίο:4 του Σανσριτικής:5 γλώσσας:2 . [SEP],Σανσριτικής:5 γλώσσας:2,Σανσριτικής:5 γλώσσας:2,1,Σανσκριτική:6 γλώσσα,0,-3.33360
[CLS] ο Κουρτ:3 Λέβιν:4 ειδικεύεται:6 στο πεδίο:4 του ψυχολογίας:4 . [SEP],ψυχολογίας:4,ψυχολογίας:4,1,ψυχολογία:4,0,-0.46660
[CLS] ο Νικολάι:5 Γιενικολόποφ:8 ειδικεύεται:6 στο πεδίο:4 του χημείας:4 . [SEP],χημείας:4,χημείας:4,1,χημεία:3,0,-0.43045
[CLS] ο Μάικλ:5 Τζάκσον:5 ειδικεύεται:6 στο πεδίο:4 του μουσικού:3 . [SEP],μουσικού:3,μουσικού:3,1,μουσικός:3,0,-0.03590
[CLS] ο Βλαντιμίρ:6 Άρνολντ:5 ειδικεύεται:6 στο πεδίο:4 του Τοπολογίας:3 . [SEP],Τοπολογίας:3,Τοπολογίας:3,1,Τοπολογία:3,0,-3.89648
[CLS] ο Γουίλιαμ:5 Μπάροουζ:6 ειδικεύεται:6 στο πεδίο:4 του σάτιρας:4 . [SEP],σάτιρας:4,σάτιρας:4,1,σάτιρα:4,0,-5.84478
[CLS] ο Ρίχαρντ:4 Βάγκνερ:5 ειδικεύεται:6 στο πεδίο:4 του όπερας:3 . [SEP],όπερας:3,όπερας:3,1,όπερα:3,0,-0.91455
[CLS] το DARPA:3 ειδικεύεται:6 στο πεδίο:4 του Χρευνα:4 και νριι:3 . [SEP],Χρευνα:4 και νριι:3,Χρευνα:4 και νριι:3,1,Έρευνα:4 και Ανάπτυξη:6,0,-7.20454
[CLS] ο Νιλς:3 Χένρικ:4 Άμπελ:4 ειδικεύεται:6 στο πεδίο:4 του Θεωρία:3 ομάδων:3 . [SEP],Θεωρία:3 ομάδων:3,Θεωρία:3 ομάδων:3,1,Θεωρία:3 ομάδων:3,1,-1.26212
[CLS] ο Τζέιμς:6 Γουάτσον:5 ειδικεύεται:6 στο πεδίο:4 του Μοριακής:4 βιολογίας:3 . [SEP],Μοριακής:4 βιολογίας:3,Μοριακής:4 βιολογίας:3,1,Μοριακή:4 βιολογία:3,0,-1.47827
[CLS] ο Καρλ:4 Ρότζερς:6 ειδικεύεται:6 στο πεδίο:4 του Ψυχοθεραπεία:7 . [SEP],Ψυχοθεραπεία:7,Ψυχοθεραπεία:7,1,Ψυχοθεραπεία:7,1,-0.98723
[CLS] ο Τζον:3 Ράσκιν:5 ειδικεύεται:6 στο πεδίο:4 του κριτικής:3 τέχνη:3 . [SEP],κριτικής:3 τέχνη:3,κριτικής:3 τέχνη:3,1,κριτική:3 τέχνης:2,0,-0.35114
[CLS] ο Αλεξάντερ:5 Ραζμπόροφ:8 ειδικεύεται:6 στο πεδίο:4 του θεωρία:3 πολυπλοκότητας:8 . [SEP],θεωρία:3 πολυπλοκότητας:8,θεωρία:3 πολυπλοκότητας:8,1,θεωρία:3 πολυπλοκότητας:8,1,-0.54970
[CLS] ο Μαξ:3 Πλανκ:3 ειδικεύεται:6 στο πεδίο:4 του θεωρητικής:5 φυσικής:3 . [SEP],θεωρητικής:5 φυσικής:3,θεωρητικής:5 φυσικής:3,1,θεωρητική:5 φυσική:3,0,-0.36600
[CLS] ο Πάουλ:4 Αρίστε:5 ειδικεύεται:6 στο πεδίο:4 του γλωσσολογίας:6 . [SEP],γλωσσολογίας:6,γλωσσολογίας:6,1,γλωσσολογία:6,0,-1.06097
[CLS] ο Γκότφριντ:6 Βίλχελμ:6 Λάιμπνιτς:7 ειδικεύεται:6 στο πεδίο:4 του Μαθηματικής:5 . [SEP],Μαθηματικής:5,Μαθηματικής:5,1,Μαθηματική:4 ανάλυση:3,0,-1.61353
[CLS] ο Αντρέι:5 Λίντε:4 ειδικεύεται:6 στο πεδίο:4 του θεωρητικής:5 φυσικής:3 . [SEP],θεωρητικής:5 φυσικής:3,θεωρητικής:5 φυσικής:3,1,θεωρητική:5 φυσική:3,0,-0.31619
[CLS] το Υπηρεσία:5 Ψαριών:3 και Άγριας:4 φύσης:3 των ΗΠΑ ειδικεύεται:6 στο πεδίο:4 του ενδιαιτήματος:5 . [SEP],ενδιαιτήματος:5,ενδιαιτήματος:5,1,ενδιαίτημα:5,0,-1.80581
[CLS] ο Ντμίτρι:6 Οχοτσίμσκι:8 ειδικεύεται:6 στο πεδίο:4 του Ουράνια:4 μηχανικής:3 . [SEP],Ουράνια:4 μηχανικής:3,Ουράνια:4 μηχανικής:3,1,Ουράνια:4 μηχανική:3,0,-2.12106
[CLS] ο Γεράρδος:4 Μερκάτωρ:5 ειδικεύεται:6 στο πεδίο:4 του Χαρτογραφίας:6 . [SEP],Χαρτογραφίας:6,Χαρτογραφίας:6,1,Χαρτογραφία:5,0,-2.60118
[CLS] ο Τζέιμς:6 Φρανκ:4 ειδικεύεται:6 στο πεδίο:4 του φυσικής:3 . [SEP],φυσικής:3,φυσικής:3,1,φυσική:3,0,-2.03537
[CLS] ο Αντρέι:5 Κολμογκόροφ:8 ειδικεύεται:6 στο πεδίο:4 του Μαθηματικής:5 λογικής:4 . [SEP],Μαθηματικής:5 λογικής:4,Μαθηματικής:5 λογικής:4,1,Μαθηματική:4 λογική:3,0,-0.81808
[CLS] ο Πωλ:3 Κρούγκμαν:4 ειδικεύεται:6 στο πεδίο:4 του Μακροοικονομίας:8 . [SEP],Μακροοικονομίας:8,Μακροοικονομίας:8,1,Μακροοικονομία:8,0,-1.24271
[CLS] ο Ρόμαν:3 Γιάκομπσον:6 ειδικεύεται:6 στο πεδίο:4 του Δομισμού:4 . [SEP],Δομισμού:4,Δομισμού:4,1,Δομισμός:5,0,-3.77109
[CLS] η Κλαίρη:4 του Λουξεμβούργου:8 ειδικεύεται:6 στο πεδίο:4 του Βιοηθικής:5 . [SEP],Βιοηθικής:5,Βιοηθικής:5,1,Βιοηθική:5,0,-4.48346
[CLS] ο Τζιοβάνι:6 - Ντομένικο:6 Κασίνι:5 ειδικεύεται:6 στο πεδίο:4 του αστρονομίας:4 . [SEP],αστρονομίας:4,αστρονομίας:4,1,αστρονομία:4,0,-0.68955
[CLS] ο Βαλέριους:5 Κόρντους:4 ειδικεύεται:6 στο πεδίο:4 του Βοτανικής:4 . [SEP],Βοτανικής:4,Βοτανικής:4,1,Βοτανική:4,0,-3.25067
[CLS] ο Αλεξέι:5 Αλεξέγιεβιτς:10 Αμπρικόσοφ:6 ειδικεύεται:6 στο πεδίο:4 του θεωρητικής:5 φυσικής:3 . [SEP],θεωρητικής:5 φυσικής:3,θεωρητικής:5 φυσικής:3,1,θεωρητική:5 φυσική:3,0,-0.22493
