sentence,prediction1,prediction2,gold,is_same1,is_same2,is_single_word
[CLS] Η επίσημη γλώσσα της Τζάμσεντπουρ είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα του Παγκόσμιος Οργανισμός Υγείας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Τσεχίας είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Czech,##γγλικά,Τσεχικά | Τσεχικά | Τσεχικά | Czech | Czech language | cs,True,False,False
[CLS] Η επίσημη γλώσσα της Σερβίας είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Serbian,##γγλικά,Σερβικά | Σερβικά | Σερβικά | Serbian | Serbian language | sr,True,False,False
[CLS] Η επίσημη γλώσσα της Μανιτόμπας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα του Αρκάνσας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα του UEFA είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Αργεντινής είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,##γγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Σκωτίας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Χαβάη είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Βαλένθιανής είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,##γγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Μαγιόρκας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,##γγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Σοβιετιστικής / η είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],ρωσικά,##γγλικά,Ρωσικά | Ρωσικά | Τμήμα : Ρώσικα,True,False,False
[CLS] Η επίσημη γλώσσα της Αρμενίας είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Armenian,Αγγλικά,Aρμενικά | Aρμενικά | Aρμενική γλώσσα | Aρμενικά | Armenian | Armenian language | hy,True,False,False
[CLS] Η επίσημη γλώσσα της Ρουάντας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Τουρκίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Turkish,##γγλικά,Τουρκικά | Τουρκικά | Τουρκική γλώσσα | Τουρκικά | Anatolian Turkish | Istanbul Turkish | Turkish | Turkish language | tr,True,False,False
[CLS] Η επίσημη γλώσσα της Αυστραλίας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Παλάου είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα του Λίχτενσταϊν είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German,##γγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Γιούτας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα του Νιου Μπράνσγουικ είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα των Ολλανδικές Αντίλλων είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Dutch,##γγλικά,Ολλανδικά | nl | Ολλανδικά | Ολλανδικά | Dutch | Dutch language | nl | nld,True,False,False
[CLS] Η επίσημη γλώσσα της Κροατίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Croatian,##γγλικά,Κροατικά | Κροατικά | Κροατικά | Croatian | Croatian language | hr,True,False,False
[CLS] Η επίσημη γλώσσα του Πακιστάν είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Urdu,##γγλικά,Ουρντού | Ουρντού | Ουρντού | Modern Standard Urdu | Urdu | Urdu language | ur,True,False,False
[CLS] Η επίσημη γλώσσα της Τζέρσε είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα του Σαιν - Πιερ και Μικελόν είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],French,##γγλικά,Γαλλικά | fr | Γαλλικά | γαλλικά | Γαλλικά | French | French language | fr,True,False,False
[CLS] Η επίσημη γλώσσα της Τζαμάικας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Γρενάδας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Σιγκαπούρη είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Γιβραλτάρ είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα του Κάνσας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Γαλλικής Ακαδημίας είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],French,##γγλικά,Γαλλικά | fr | Γαλλικά | γαλλικά | Γαλλικά | French | French language | fr,True,False,False
[CLS] Η επίσημη γλώσσα της Βοσνία και Ερζεγοβίνης είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Serbian,##γγλικά,Σερβικά | Σερβικά | Σερβικά | Serbian | Serbian language | sr,True,False,False
[CLS] Η επίσημη γλώσσα της Βουλγαρίας είναι τα [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Bulgarian,##γγλικά,Βουλγαρικά | Βουλγαρικά | Βουλγαρική | Βουλγαρικά | Bulgarian | Bulgarian language | bg,True,False,False
[CLS] Η επίσημη γλώσσα της Πολωνίας είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Polish,##γγλικά,Πολωνικά | Πολωνικά | Τμήμα : Πολωνικά | Πολωνικά | Polish | Polish language | Polski | pl,True,False,False
[CLS] Η επίσημη γλώσσα του Ονταρίου είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Λουκέρνης είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German,##γγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Φλάνδρας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Dutch,##γγλικά,Ολλανδικά | nl | Ολλανδικά | Ολλανδικά | Dutch | Dutch language | nl | nld,True,False,False
[CLS] Η επίσημη γλώσσα του Καναδά είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Καλιφόρνιας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Φλαμανδικής Περιοχής είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Dutch,##γγλικά,Ολλανδικά | nl | Ολλανδικά | Ολλανδικά | Dutch | Dutch language | nl | nld,True,False,False
[CLS] Η επίσημη γλώσσα της Ναζιστικής Γερμανίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German,##γγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Γαλλικής Γουιάνας είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],French,##γγλικά,Γαλλικά | fr | Γαλλικά | γαλλικά | Γαλλικά | French | French language | fr,True,False,False
[CLS] Η επίσημη γλώσσα του Καντόνι της Μπάζελ - Λάντσαφτ είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],German,##γγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Μαλαισίας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα του Οργανισμός Συνεργαστύξης είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Ουαϊόμινγκ είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Σοβιετιστικής / η είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],ρωσικά,##γγλικά,Ρωσικά | Ρωσικά | Τμήμα : Ρώσικα,True,False,False
[CLS] Η επίσημη γλώσσα της Κολομβίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,##γγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Ολλανδίας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Dutch,##γγλικά,Ολλανδικά | nl | Ολλανδικά | Ολλανδικά | Dutch | Dutch language | nl | nld,True,False,False
[CLS] Η επίσημη γλώσσα της Λάκναου είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα των Βερμούδων είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Νιου Χάμσαϊρ είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Νεμπράσκας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα του Χνωμένο Βασίλειου είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Ιλινοί είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Αϊόβας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Γκάμπιας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Γερμανίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German,##γγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Νησιά Καϋμάν είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Ελ Σαλβαδόρ είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,##γγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Αυστρίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German,##γγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Αλάσκας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Σουηδίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Swedish,##γγλικά,σουηδικά | σουηδικά | σουηδικά | Swedish | Swedish language | sv,True,False,False
[CLS] Η επίσημη γλώσσα της Νικαράγουα είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,##γγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Φλόριντας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Ισπανίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,##γγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Ευρωπαϊκής είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Δυτικής Γερμανίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German,##γγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Αραγωνίας είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,##γγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Καταλονίας είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,##γγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Φινλανδίας είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Finnish,##γγλικά,Φινλανδικά | Φινλανδικά | Φινλανδικά | Finnish | Finnish language | Suomi | fi | suomen kieli,True,False,False
[CLS] Η επίσημη γλώσσα της Ουαλίας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],English,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
[CLS] Η επίσημη γλώσσα της Νέα Σκωτίας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Αγγλικά,##γγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα,True,False,False
