sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Leon J . Osterweil:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and and research,software engineering,0,software engineering,0
[CLS] Georg August Schweinfurth:6 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,ethnography:3,0,ethnography:3,0
[CLS] John Adrian Bondy:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",graph theory,0,graph theory,0
[CLS] Tomasz:2 Kitliński:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,religious studies,0,religious studies,0
[CLS] Abraham Fraenkel:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,set theory,0,set theory,0
[CLS] Horst:2 Sachs works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,graph theory,0,graph theory,0
[CLS] Carlo Emilio Bonferroni:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,probability theory,0,probability theory,0
[CLS] dental school works in the field of [MASK] [MASK] . [SEP],dental medicine,dentistry:3,0,dentistry:3,0
[CLS] Glyn:2 Harman:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",number theory,0,number theory,0
[CLS] Ernst Ahl:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,ichthyology:4,0,ichthyology:4,0
[CLS] Pavel Molchanov:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,meteorology:3,0,meteorology:3,0
[CLS] Kevin Mitnick:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,computer security,0,computer security,0
[CLS] Geoffrey Grimmett:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - andss:3",probability theory,0,probability theory,0
[CLS] Sindanminsa:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,history of Korea,0,history of Korea,0
[CLS] Albert Levan:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,botany:3,0,botany:3,0
[CLS] Marvin Minsky:2 works in the field of [MASK] . [SEP],psychology,artificial intelligence,0,artificial intelligence,0
[CLS] Hermann Loew:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,entomology:3,0,entomology:3,0
[CLS] Hermann von Ihering:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,zoology:2,0,zoology:2,0
[CLS] R . A . Stewart Macalister:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,Ogham:3,0,Ogham:3,0
[CLS] Rostislav:3 Alexeyev:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,shipbuilding:2,0,shipbuilding:2,0
[CLS] Oman Journal of Ophthalmology:4 works in the field of [MASK] . [SEP],surgery,ophthalmology:4,0,ophthalmology:4,0
[CLS] John Harris works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",bioethics:3,0,bioethics:3,0
[CLS] Marie Curie:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,radioactivity:3,0,radioactivity:3,0
[CLS] John Bernard Burke works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - andss:3",genealogy:3,0,genealogy:3,0
[CLS] Ralph Faudree:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",combinatorics:3,0,combinatorics:3,0
[CLS] Doron:2 Zeilberger:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,combinatorics:3,0,combinatorics:3,0
[CLS] Indian Journal of Ophthalmology:4 works in the field of [MASK] . [SEP],surgery,ophthalmology:4,0,ophthalmology:4,0
[CLS] Béla:3 Bollobás:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,graph theory,0,graph theory,0
[CLS] Anthony Martial works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,association football,0,association football,0
[CLS] Robert Sedgewick:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",computer science,0,computer science,0
[CLS] Schenkerian:4 analysis works in the field of [MASK] . [SEP],statistics,music theory,0,music theory,0
[CLS] Clark Thomas Rogerson:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",mycology:2,0,mycology:2,0
[CLS] James F . Crow works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and and research",population genetics,0,population genetics,0
[CLS] Andrey:2 Kursanov:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,plant physiology,0,plant physiology,0
[CLS] Diomidis:3 Kyriakos:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,constitutional law,0,constitutional law,0
[CLS] Herman Kalckar:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,biochemistry:2,0,biochemistry:2,0
[CLS] Leonard Gyllenhaal:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,entomology:3,0,entomology:3,0
[CLS] Thomas Huckle:2 Weller:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",virology:3,0,virology:3,0
[CLS] Tobias Mayer works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",cartography:2,0,cartography:2,0
[CLS] Ivan Martinov:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,philology:3,0,philology:3,0
[CLS] Mikhail Somov:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,oceanography:2,0,oceanography:2,0
[CLS] William Robert Ogilvie:4 - Grant works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",ornithology:4,0,ornithology:4,0
[CLS] Soraya:3 Saga works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,video game,0,video game,0
[CLS] George Green works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",mathematical analysis,0,mathematical analysis,0
[CLS] Martin Löb:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and - theory,mathematical logic,0,mathematical logic,0
[CLS] Laurent Freidel:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,quantum gravity,0,quantum gravity,0
[CLS] Peter Breggin:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and and research,psychiatry:4,0,psychiatry:4,0
[CLS] Toxicon:3 works in the field of [MASK] [MASK] . [SEP],chemical medicine,toxinology:3,0,toxinology:3,0
[CLS] Dimitrie:2 Brândză:6 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,botany:3,0,botany:3,0
[CLS] John Carmack:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - andss:3",virtual reality,0,virtual reality,0
[CLS] Andre Melendez:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,illegal drug trade,0,illegal drug trade,0
[CLS] Alexander A . Maximow:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",histology:2,0,histology:2,0
[CLS] Philip Hall works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",group theory,0,group theory,0
[CLS] James S . Fishkin:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",political science,0,political science,0
[CLS] Victor Jacquemont:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,botany:3,0,botany:3,0
[CLS] Flemish Primitives:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],international and and ands:2,art of painting,0,art of painting,0
[CLS] Tia:2 Keyes:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,photochemistry:2,0,photochemistry:2,0
[CLS] Albert Kellogg:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and and research,botany:3,0,botany:3,0
[CLS] Sergei Kurdyumov:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,mathematical physics,0,mathematical physics,0
[CLS] Meteoritical:4 Society works in the field of [MASK] . [SEP],geology,planetary science,0,planetary science,0
[CLS] Askold:2 Vinogradov:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,number theory,0,number theory,0
[CLS] Alfred H . Barr works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,history of art,0,history of art,0
[CLS] Salvatore Ruggiero:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,illegal drug trade,0,illegal drug trade,0
[CLS] Frédéric:5 Cuvier:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,paleontology:3,0,paleontology:3,0
[CLS] National Film Board of Canada works in the field of [MASK] [MASK] . [SEP],film animation,web documentary,0,web documentary,0
[CLS] Göran:3 Rothman:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and - theory,botany:3,0,botany:3,0
[CLS] Theodor Langhans:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,pathology:2,0,pathology:2,0
[CLS] William Curtis works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",botany:3,0,botany:3,0
[CLS] John Obadiah:3 Westwood works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",entomology:3,0,entomology:3,0
[CLS] DIY:3 ethic:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",do it yourself,0,do it yourself,0
[CLS] Leonard Kleinrock:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",queueing:3 theory,0,queueing:3 theory,0
[CLS] Erich Hecke:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - andss:3,number theory,0,number theory,0
[CLS] Jacob Sturm:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,entomology:3,0,entomology:3,0
[CLS] Carl H . Eigenmann:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and and theory,ichthyology:4,0,ichthyology:4,0
[CLS] Vinilkosmo:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,Esperanto:4,0,Esperanto:4,0
[CLS] Marshall Hall works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and ands:2 research",group theory,0,group theory,0
[CLS] Samuel Hahnemann:2 works in the field of [MASK] . [SEP],music,homeopathy:3,0,homeopathy:3,0
[CLS] Benedict Gross works in the field of [MASK] . [SEP],psychology,number theory,0,number theory,0
[CLS] Gilbert Baumslag:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - andss:3,group theory,0,group theory,0
[CLS] Anatol:3 Rapoport:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,systems theory,0,systems theory,0
[CLS] quality works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,pattern recognition,0,pattern recognition,0
[CLS] Kaigetsudō:4 school works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and """,printmaking:2,0,printmaking:2,0
[CLS] Sandra Faber works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",astrophysics:3,0,astrophysics:3,0
[CLS] Margaret Altmann:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",animal husbandry:2,0,animal husbandry:2,0
[CLS] Erwin Baur:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,botany:3,0,botany:3,0
[CLS] list of entomology:3 journals works in the field of [MASK] [MASK] . [SEP],insect insects,entomology:3,0,entomology:3,0
[CLS] Virgil Snyder works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",algebraic geometry,0,algebraic geometry,0
[CLS] Deepak:2 Chopra:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,quantum mysticism:3,0,quantum mysticism:3,0
[CLS] Richard von Mises:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,probability theory,0,probability theory,0
[CLS] Hjalmar:4 Kiærskou:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,botany:3,0,botany:3,0
[CLS] Carlo Antonio Procaccini:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,still life,0,still life,0
[CLS] Michael E . Mann works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and and research,climatology:4,0,climatology:4,0
[CLS] Josef Strzygowski:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,history of art,0,history of art,0
[CLS] Richard D . Gill works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",probability theory,0,probability theory,0
[CLS] Ray Kurzweil:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and and research",futures:2 studies,0,futures:2 studies,0
[CLS] John Grierson:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",documentary film,0,documentary film,0
[CLS] Cornelis:3 de Heem:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,still life,0,still life,0
[CLS] James Sowerby:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",botany:3,0,botany:3,0
[CLS] Ernst Otto Wilhelm Taschenberg:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and - -s:2,zoology:2,0,zoology:2,0
"[CLS] American Society of Heating:2 , Refrigerating:5 and Air - Conditioning:3 Engineers works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",Air - and and engineering,HVAC:3,0,HVAC:3,0
[CLS] Konstantin Ushinsky:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and -s:2,pedagogy:4,0,pedagogy:4,0
[CLS] Adolf von Baeyer:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - - -s:2,organic chemistry,0,organic chemistry,0
[CLS] Frans:2 Hubert Edouard:2 Arthur Walter Robyns:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",botany:3,0,botany:3,0
[CLS] Albert Eschenmoser:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,organic chemistry,0,organic chemistry,0
[CLS] Ralph Tate works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",botany:3,0,botany:3,0
[CLS] Andrey:2 Avinoff:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and ands:2,entomology:3,0,entomology:3,0
[CLS] Abraham Robinson works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",model theory,0,model theory,0
[CLS] Nikolay:2 Zograf:4 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,zoology:2,0,zoology:2,0
[CLS] Toshihiro:3 Nagoshi:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",video game,0,video game,0
[CLS] Raphaelle:2 Peale:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,still life,0,still life,0
[CLS] mutual aid works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,organizational theory,0,organizational theory,0
[CLS] John Miers:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",botany:3,0,botany:3,0
[CLS] Nikolai Turczaninov:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and -s:2,botany:3,0,botany:3,0
[CLS] Peter Walter works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",molecular biology,0,molecular biology,0
[CLS] Jacobus:2 Golius:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,Oriental studies,0,Oriental studies,0
[CLS] Adolph:3 Daniel Edward Elmer works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and and research",botany:3,0,botany:3,0
[CLS] Alexander Garden works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and andss:3,botany:3,0,botany:3,0
[CLS] Ken Kirkwood:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and andss:3",bioethics:3,0,bioethics:3,0
"[CLS] Sir William Jardine:3 , 7th Baronet works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",""" and and ands:2",ornithology:4,0,ornithology:4,0
[CLS] Yuri Alexandrovich:4 Orlov:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,zoology:2,0,zoology:2,0
[CLS] Wilhelm Stekel:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,psychoanalysis:5,0,psychoanalysis:5,0
[CLS] Oskar:2 Pfister:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,psychoanalysis:5,0,psychoanalysis:5,0
[CLS] Domenico Vandelli:3 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,botany:3,0,botany:3,0
[CLS] Arthur Gardiner Butler works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" and and ands:2",arachnology:4,0,arachnology:4,0
[CLS] Nicolaus:2 Kleinenberg:2 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,zoology:2,0,zoology:2,0
[CLS] Hacktivismo:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,hacktivism:5,0,hacktivism:5,0
[CLS] David Nachmansohn:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and and theory",biochemistry:2,0,biochemistry:2,0
[CLS] Dmitry Morduhai:4 - Boltovskoi:5 works in the field of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],""" - and ands:2",history of mathematics,0,history of mathematics,0
