sentence,prediction,gold,is_same
[CLS] Limbach:2 is located in [MASK] [MASK] . [SEP],Limbach:2,Pezinok:3 District | Pezinok:3 District,False
[CLS] Pietralunga:3 is located in [MASK] [MASK] [MASK] . [SEP],Pietralunga:3,Province of Perugia | Perugia Province | Province of Perugia | provincia di Perugia,False
[CLS] Hampshire is located in [MASK] [MASK] [MASK] . [SEP],the West Midlands,South East England | South East England,False
[CLS] Zahara:2 de la Sierra is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Zahara:2 de la Sierra,Andalusia:3 | Andalucia:3 | Andalucía | Andalusia:3,False
[CLS] Schulenburg:2 is located in [MASK] [MASK] [MASK] . [SEP],U . S,"Fayette County | Fayette County | Fayette County , Texas",False
[CLS] Kasamatsu:3 is located in [MASK] [MASK] [MASK] . [SEP],Kasamatsu:3,"Hashima:2 District , Gifu:2 | Hashima:2 District , Gifu:2",False
[CLS] Variko:2 is located in [MASK] [MASK] . [SEP],Variko:2,West Macedonia Region | West Macedonia Region | Western Macedonia,False
[CLS] Si Sawat:2 is located in [MASK] [MASK] [MASK] . [SEP],Si Sawat:2,Kanchanaburi:4 | Kanchanaburi:4 | Kanchanaburi:4 Province,False
[CLS] Phodong:3 Forest Block is located in [MASK] [MASK] [MASK] . [SEP],Phodong:3,North Sikkim:3 district | North Sikkim:3 district,False
[CLS] Pireh:3 Sorkh:3 - e Pain is located in [MASK] [MASK] [MASK] . [SEP],Pireh:3,Bakesh:3 - e Do Rural District | Bakesh:3 - e Do Rural District,False
[CLS] Kasumigaseki:4 Station is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Kasumigaseki:4,Kawagoe:3 | Kawagoe:3,False
[CLS] Slavske:3 is located in [MASK] [MASK] [MASK] . [SEP],Slavske:3,Skole:2 Raion:2 | Skole:2 Raion:2,False
[CLS] Belvís:3 de la Jara:2 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the north of Province,Castile - La Mancha | Castile - La Mancha | Castilla La Mancha | Castilla - La Mancha,False
"[CLS] Piece , Silesian:2 Voivodeship is located in [MASK] [MASK] [MASK] [MASK] . [SEP]",the village of Piece,Gmina Gaszowice:3 | Gmina Gaszowice:3,False
[CLS] Cartura:2 is located in [MASK] [MASK] . [SEP],Cartura:2,Province of Padua | Padova | Padova province | Padua | Padua province | Province of Padua | provincia di Padova,False
[CLS] North Richmond is located in [MASK] [MASK] . [SEP],North Richmond,New South Wales | NSW | New South Wales,False
[CLS] Blackhawk:2 is located in [MASK] [MASK] . [SEP],Blackhawk:2,"Vigo County | Vigo County | Vigo County , Indiana",False
[CLS] Old Post Office is located in [MASK] [MASK] [MASK] . [SEP],Old Post Office,"New York | NY | NYS:2 | New York | New York ( state ) | New York State | New York , United States | State of New York",False
[CLS] Las Piñas:2 is located in [MASK] [MASK] [MASK] . [SEP],Las Piñas:2,Metro Manila | Metro Manila | Metropolitan Manila | NCR:2 | National Capital Region,False
[CLS] Brumov:3 is located in [MASK] [MASK] [MASK] . [SEP],Brumov:3,Brno - Country District | Brno - Country District,False
[CLS] Island Beach State Park is located in [MASK] [MASK] . [SEP],Island Beach,"New Jersey | Garden State | Jersey | NJ | New Jersey | New Jersey , United States | State of New Jersey",False
[CLS] Huicheng:3 District is located in [MASK] [MASK] [MASK] . [SEP],Qinghai:2 province,Huizhou:2 | Huizhou:2,False
[CLS] Waller:2 is located in [MASK] [MASK] . [SEP],Waller:2,"Pierce County | Pierce County | Pierce County , WA:2 | Pierce County , Washington",False
[CLS] 1992 US Open is located in [MASK] [MASK] [MASK] . [SEP],"1992 , 1992","New York City | Big Apple | City of New York | NY City | NYC | New York | New York City | New York City , New York | New York , New York | the five boroughs:2",False
[CLS] Harrison Township is located in [MASK] [MASK] . [SEP],Harrison Township,"Logan County | Logan County | Logan County , Ohio",False
[CLS] JNTUH:4 College of Engineering Sultanpur:2 is located in [MASK] [MASK] . [SEP],Sultanpur:2,Telangana:3 | Telangana:3,False
[CLS] Thiruverumbur:5 taluk:2 is located in [MASK] [MASK] [MASK] . [SEP],Tamil Nadu state,Tamil Nadu | Tamil Nadu,False
[CLS] Mijdrecht:3 is located in [MASK] [MASK] [MASK] . [SEP],Mijdrecht:3,De Ronde Venen:2 | De Ronde Venen:2,False
[CLS] End of the World Turn is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],End of the World Turn,"West Virginia | Almost Heaven | State of West Virginia | The Mountain State | WV:2 | West Virginia | West Virginia , United States",False
"[CLS] Shri Swaminarayan:3 Mandir:2 , New Jersey ( Colonia ) is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]",the city of New Jersey,"New Jersey | Garden State | Jersey | NJ | New Jersey | New Jersey , United States | State of New Jersey",False
"[CLS] Sikkim:3 Government College , Tadong:2 is located in [MASK] [MASK] [MASK] . [SEP]",Sikkim:3,Sikkim:3 | Sikkim:3,True
[CLS] Bonadelle:3 Ranchos:2 - Madera:2 Ranchos:2 is located in [MASK] [MASK] [MASK] . [SEP],Bonadelle:3,"Madera:2 County | Madera:2 County | Madera:2 County , California",False
[CLS] Nuenen:2 is located in [MASK] [MASK] . [SEP],Nuenen:2,"Nuenen:2 , Gerwen:3 en Nederwetten:4 | Nuenen:2 c . a . ( cum annexis:3 ) | Nuenen:2 , Gerwen:3 en Nederwetten:4",False
[CLS] Mayo is located in [MASK] . [SEP],Mayo,"Mercer County | Mercer County | Mercer County , Kentucky",False
[CLS] Miechowice:4 Małe:2 is located in [MASK] [MASK] [MASK] . [SEP],the proper proper,Gmina Wietrzychowice:5 | Gmina Wietrzychowice:5,False
"[CLS] South River Road , Nova Scotia is located in [MASK] [MASK] [MASK] . [SEP]",South River Road,Nova Scotia | NS | Nova Scotia | colony of Nova Scotia | province of Nova Scotia,False
[CLS] New Woodville:2 is located in [MASK] [MASK] [MASK] . [SEP],New Woodville:2,"Marshall County | Marshall County | Marshall County , Oklahoma",False
[CLS] Darby:2 Coal Mining Camp is located in [MASK] [MASK] . [SEP],Darby:2,"Harlan:2 County | Harlan:2 County | Harlan:2 County , Kentucky",False
[CLS] Faraya:2 is located in [MASK] [MASK] . [SEP],Faraya:2,Keserwan:3 District | Keserwan:3 District,False
"[CLS] Pedralva:2 , Minas Gerais is located in [MASK] [MASK] [MASK] . [SEP]",the Pedralva:2,Minas Gerais | MG | Minas Gerais | Minas Gerais state,False
"[CLS] Old Bridge , Huntingdon:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]","Huntingdon:2 , Huntingdon:2",Huntingdon:2 | Huntingdon:2,False
[CLS] Chechłowo:3 is located in [MASK] [MASK] [MASK] . [SEP],Chechłowo:3,Gmina Drohiczyn:4 | Gmina Drohiczyn:4,False
[CLS] Natural Bridge Station is located in [MASK] [MASK] [MASK] . [SEP],Natural Bridge Station,"Rockbridge:2 County | Rockbridge:2 County | Rockbridge:2 County , Virginia",False
[CLS] Clearwater:2 is located in [MASK] [MASK] . [SEP],Clearwater:2,"Ste:2 . Genevieve:3 County | Sainte Genevieve:3 County | Sainte Genevieve:3 County , Missouri | Ste:2 . Genevieve:3 County | Ste:2 . Genevieve:3 County , Missouri",False
[CLS] Badarpur:3 is located in [MASK] [MASK] [MASK] . [SEP],Badarpur:3,Karimganj:3 district | Karimganj:3 district,False
"[CLS] Gorzewo:3 , Gostynin:3 County is located in [MASK] [MASK] [MASK] . [SEP]",Gorzewo:3,Gmina Gostynin:3 | Gmina Gostynin:3,False
[CLS] São Brás:2 is located in [MASK] [MASK] [MASK] . [SEP],São Brás:2,Azores:2 | Acores:3 | Autonomous Region of Azores:2 | Autonomous Region of the Azores:2 | Azores:2 | Açores | Região NUTS:3 3 de Portugal | Região NUTS:3 III de Portugal | The Azores:2,False
[CLS] Jaitaran:3 is located in [MASK] [MASK] [MASK] . [SEP],Jaitaran:3,Pali:2 district | Pali:2 district,False
"[CLS] Erect:2 , North Carolina is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]","Erect:2 , North Carolina","Randolph County | Randolph County | Randolph County , North Carolina",False
[CLS] Seville:2 is located in [MASK] [MASK] . [SEP],Seville:2,"Tulare:2 County | County of Tulare:2 , California | Tulare:2 County | Tulare:2 County , California",False
[CLS] Malewice:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the north of the gmina,Gmina Dziadkowice:4 | Gmina Dziadkowice:4,False
[CLS] Central District is located in [MASK] [MASK] [MASK] . [SEP],the Central District,Golestan:2 Province | Golestan:2 Province,False
[CLS] Klimonas:3 is located in [MASK] [MASK] [MASK] . [SEP],Klimonas:3,Limassol:3 District | Limassol:3 District,False
[CLS] Tacheng:3 is located in [MASK] [MASK] [MASK] . [SEP],Tacheng:3,Tacheng:3 Prefecture | Tacheng:3 Diqu:2 | Tacheng:3 Prefecture,False
"[CLS] Konary:2 , Płock:3 County is located in [MASK] [MASK] [MASK] . [SEP]",the Konary:2,Gmina Bielsk:3 | Gmina Bielsk:3,False
[CLS] Le May - sur - Èvre:2 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],the département of France,Maine - et - Loire | Maine - et - Loire | Mayenne - et - Loire,False
[CLS] Qateh:3 is located in [MASK] [MASK] [MASK] . [SEP],Qateh:3,Charuymaq:4 - e Jonubesharqi:5 Rural District | Charuymaq:4 - e Jonubesharqi:5 Rural District,False
[CLS] Arju:2 is located in [MASK] [MASK] . [SEP],Arju:2,Orissaare:3 Rural Municipality | Orissaare:3 Rural Municipality | Orissaare:3 vald,False
[CLS] Oering:2 is located in [MASK] [MASK] . [SEP],Oering:2,Segeberg:3 | Segeberg:3,False
[CLS] Brindister:3 is located in [MASK] [MASK] [MASK] . [SEP],Brindister:3,Shetland:2 Islands | Hjaltland:3 | Shetland:2 | Shetland:2 Islands | Zetland:2,False
[CLS] Magliano:2 in Toscana is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Magliano:2 in Toscana,Province of Grosseto:2 | Grosseto:2 province | Province of Grosseto:2 | provincia di Grosseto:2,False
[CLS] Arboldswil:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Arboldswil:4,Waldenburg:2 District | Waldenburg:2 District,False
[CLS] Biratnagar:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Biratnagar:4,Morang:2 District | Morang:2 District,False
[CLS] Darreh Abineh:3 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Darreh Abineh:3,Ahmadfedaleh:4 Rural District | Ahmadfedaleh:4 Rural District,False
[CLS] Franklin Township is located in [MASK] [MASK] [MASK] . [SEP],the Franklin County,"Lycoming:3 County | Lycoming:3 County | Lycoming:3 County , Pennsylvania",False
[CLS] The Petroglyph:3 Museum is located in [MASK] [MASK] [MASK] . [SEP],U . S,Gobustan:3 National Park | Gobustan:3 National Park,False
[CLS] Mašovice:3 is located in [MASK] [MASK] [MASK] . [SEP],Mašovice:3,Znojmo:3 District | Znojmo:3 District,False
[CLS] Harekala:2 is located in [MASK] [MASK] . [SEP],Harekala:2,Dakshina:3 Kannada district | Dakshina:3 Kannada district,False
"[CLS] Plains , Kansas is located in [MASK] [MASK] [MASK] . [SEP]","Plains , Kansas","Meade:2 County | Meade:2 County | Meade:2 County , Kansas",False
[CLS] Qanat:2 Qazi:2 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Qanat:2 Qazi:2,Dehsard:3 Rural District | Dehsard:3 Rural District,False
"[CLS] Lakhimpur:4 , Uttar Pradesh is located in [MASK] [MASK] [MASK] [MASK] . [SEP]",Lakhimpur:4,Lakhimpur:4 Kheri:3 district | Lakhimpur:4 Kheri:3 district,False
[CLS] Wąsy:3 - Kolonia is located in [MASK] [MASK] [MASK] . [SEP],the town proper,Gmina Leszno:2 | Gmina Leszno:2,False
[CLS] Starchevo:3 is located in [MASK] [MASK] [MASK] . [SEP],U . S,Blagoevgrad:5 Province | Blagoevgrad:5 Oblast | Blagoevgrad:5 Province | Pirin:2 Macedonia,False
[CLS] Regia is located in [MASK] [MASK] [MASK] . [SEP],S . S,Roman Forum | Forum Romanum:2 | Roman Forum,False
[CLS] Bristol is located in [MASK] . [SEP],Bristol,"Hartford County | Hartford County | Hartford County , Connecticut",False
[CLS] Yellou:3 is located in [MASK] [MASK] [MASK] . [SEP],Yellou:3,Kayao:2 Department | Kayao:2 Department,False
[CLS] Saczyn:2 is located in [MASK] [MASK] [MASK] . [SEP],U . S,Gmina Godziesze:3 Wielkie:2 | Gmina Godziesze:3 Wielkie:2,False
[CLS] Ostunrash:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Ostunrash:4,Shepiran:3 Rural District | Shepiran:3 Rural District,False
[CLS] Palimbang:3 is located in [MASK] [MASK] [MASK] . [SEP],Palimbang:3,Sultan Kudarat:3 | Sultan Kudarat:3,False
[CLS] West Winch:2 is located in [MASK] [MASK] [MASK] . [SEP],West Winch:2,King ' s Lynn and West Norfolk | King ' s Lynn and West Norfolk | West Norfolk,False
[CLS] Illorsuit:3 Island is located in [MASK] [MASK] [MASK] . [SEP],the Atlantic Ocean,Qaasuitsup:5 | Place of Polar Darkness | Qaasuitsup:5,False
[CLS] Tareh:3 - ye Ashayiri:3 is located in [MASK] [MASK] [MASK] . [SEP],Ashayiri:3,Rudkhaneh:5 Bar Rural District | Rudkhaneh:5 Bar Rural District,False
"[CLS] Czachowo:3 , Masovian:3 Voivodeship is located in [MASK] [MASK] [MASK] . [SEP]",Czachowo:3,Gmina Gozdowo:3 | Gmina Gozdowo:3,False
[CLS] Summer Palace is located in [MASK] [MASK] . [SEP],Summer Palace,Saint Petersburg | Leningrad | Petersburg | Petrograd:2 | Saint Petersburg | Sankt - Peterburg:2 | St Petersburg | St . Petersburg,False
[CLS] Figari:2 is located in [MASK] [MASK] . [SEP],Figari:2,Corse - du - Sud | Corse - du - Sud | South Corsica | Southern Corsica,False
[CLS] Blackrock:2 GAA:2 is located in [MASK] [MASK] . [SEP],Blackrock:2,"County Cork | County Cork | County Cork , Ireland | co . Cork",False
[CLS] Goregaon:3 is located in [MASK] [MASK] [MASK] . [SEP],Goregaon:3,Raigad:2 district | Raigad:2 district,False
[CLS] Madley:2 is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the West Riding of Yorkshire,Herefordshire:3 | Herefordshire:3,False
[CLS] Pyŏngyang:5 Subway is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Pyŏngyang:5,Pyongyang:3 | Capital of Revolution | Pyongyang:3 | Ryugyong:3,False
[CLS] Säve:3 is located in [MASK] [MASK] [MASK] . [SEP],Säve:3,Gothenburg:3 Municipality | Gothenburg:3 Municipality | Göteborg Municipality | Göteborgs kommun,False
[CLS] Saint - Sylvestre:2 - sur - Lot is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the Lot department of France,Lot - et - Garonne | Lot - et - Garonne,False
[CLS] Koonammavu:4 is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Koonammavu:4,Kochi:2 | Cochin:2 | Kochi:2,False
[CLS] Mohanpur:3 is located in [MASK] [MASK] [MASK] . [SEP],Mohanpur:3,Tarn Taran:2 district | Taran:2 Taran:2 district | Tarn Taran:2 district,False
[CLS] Stratford is located in [MASK] . [SEP],Stratford,"New Jersey | Garden State | Jersey | NJ | New Jersey | New Jersey , United States | State of New Jersey",False
"[CLS] Crathorne:3 , North Yorkshire is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP]","Crathorne:3 , Yorkshire","Hambleton:3 | Hambleton:3 | Hambleton:3 District | Hambleton:3 , North Yorkshire",False
"[CLS] Mohammadabad:2 , Kavirat:3 is located in [MASK] [MASK] [MASK] . [SEP]",Kavirat:3,Kavirat:3 Rural District ( Kerman:2 Province ) | Kavirat:3 Rural District ( Kerman:2 Province ),False
[CLS] St . Lawrence County is located in [MASK] [MASK] [MASK] . [SEP],the Lawrence region,"New York | NY | NYS:2 | New York | New York ( state ) | New York State | New York , United States | State of New York",False
[CLS] Mount Panorama Circuit is located in [MASK] [MASK] . [SEP],Mount Panorama,New South Wales | NSW | New South Wales,False
[CLS] Siddhagiri:4 Gramjivan:3 Museum is located in [MASK] [MASK] [MASK] [MASK] . [SEP],Siddhagiri:4,Kolhapur:3 | Kolhapur:3,False
[CLS] Wayne Township is located in [MASK] [MASK] [MASK] . [SEP],New York County,"Darke:2 County | Darke:2 County | Darke:2 County , Ohio",False
[CLS] Bala Bisheh:3 Sar is located in [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Bala Bisheh:3 Sar,Feyziyeh:5 Rural District | Feyziyeh:5 Rural District,False
[CLS] Clover:2 Valley is located in [MASK] [MASK] [MASK] . [SEP],Clover:2 Valley,"St . Louis County | Saint Louis County | Saint Louis County , Minnesota | St Louis County | St . Louis County | St . Louis County , Minnesota",False
[CLS] Murray City is located in [MASK] [MASK] . [SEP],Murray City,"Hocking:2 County | Hocking:2 County | Hocking:2 County , Ohio",False
