sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Wizardry:2 consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,Wizardry:2 VII : Crusaders:3 of the Dark Savant:2,0,Wizardry:2 VII : Crusaders:3 of the Dark Savant:2,0
[CLS] Eureka:2 Brass Band consists of [MASK] [MASK] . [SEP],three musicians,Harold Dejan:2,0,Harold Dejan:2,0
[CLS] The Buggles:2 consists of [MASK] [MASK] [MASK] . [SEP],the Buggles:2,Hans Zimmer,0,Hans Zimmer,0
[CLS] The Mission consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Wayne Hussey:2,0,Wayne Hussey:2,0
[CLS] social insurance consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,unemployment:2 benefit,0,unemployment:2 benefit,0
[CLS] iron ( II ) sulfide:3 consists of [MASK] [MASK] [MASK] . [SEP],the carbonxide:2,sulfur:2,0,sulfur:2,0
[CLS] cadmium:3 stearate:3 consists of [MASK] [MASK] [MASK] . [SEP],a carbons:2,cadmium:3,0,cadmium:3,0
[CLS] Former Ladies of the Supremes:2 consists of [MASK] [MASK] . [SEP],three members,Sundray:3 Tucker,0,Sundray:3 Tucker,0
[CLS] Something Happens:3 consists of [MASK] [MASK] . [SEP],two singles,Tom Dunne:2,0,Tom Dunne:2,0
[CLS] Neverending:2 White Lights consists of [MASK] [MASK] . [SEP],two tracks,Daniel Victor,0,Daniel Victor,0
[CLS] Dongchimi:3 consists of [MASK] [MASK] . [SEP],2 villages,Raphanus:3 sativus:3,0,Raphanus:3 sativus:3,0
[CLS] Sunday Night consists of [MASK] [MASK] [MASK] . [SEP],the Sundays:2,Real Men,0,Real Men,0
[CLS] Khiladi:2 consists of [MASK] [MASK] [MASK] [MASK] . [SEP],"the , ofs:2",Main Khiladi:2 Tu Anari:2,0,Main Khiladi:2 Tu Anari:2,0
[CLS] La Pléiade:3 consists of [MASK] [MASK] . [SEP],three sections,Pierre de Ronsard:3,0,Pierre de Ronsard:3,0
[CLS] The Paper Chase consists of [MASK] [MASK] [MASK] . [SEP],the Paper Chase,John Congleton:3,0,John Congleton:3,0
[CLS] Cobra Killer consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,Gina V . D ' Orio:2,0,Gina V . D ' Orio:2,0
[CLS] George Washington University consists of [MASK] [MASK] . [SEP],two schools,George Washington University Law School,0,George Washington University Law School,0
[CLS] R . I . O . consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,DJ Manian:2,0,DJ Manian:2,0
[CLS] Babymetal:3 consists of [MASK] [MASK] . [SEP],two musicians,Moa:2 Kikuchi:3,0,Moa:2 Kikuchi:3,0
[CLS] Mint Condition:2 consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . of .s:2,Stokley:3 Williams,0,Stokley:3 Williams,0
[CLS] Lincoln County Regulators:3 consists of [MASK] [MASK] [MASK] [MASK] . [SEP],the County ofs:2,Doc Scurlock:3,0,Doc Scurlock:3,0
[CLS] arm consists of [MASK] . [SEP],arm,forearm:3,0,forearm:3,0
[CLS] Natural consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,Ben Bledsoe:4,0,Ben Bledsoe:4,0
[CLS] b4:2 - 4 consists of [MASK] [MASK] [MASK] [MASK] . [SEP],a4:2 -s:2,RyanDan:3,0,RyanDan:3,0
[CLS] Veka:2 consists of [MASK] [MASK] . [SEP],4 villages,wheat flour:2,0,wheat flour:2,0
[CLS] Yaeyama:3 Islands consists of [MASK] . [SEP],islands,Kuro:2 island,0,Kuro:2 island,0
[CLS] Metro Cebu:2 consists of [MASK] [MASK] [MASK] . [SEP],the Metros:2,Cebu:2 City,0,Cebu:2 City,0
[CLS] Culture Club consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,Boy George,0,Boy George,0
[CLS] Chang ' an Avenue consists of [MASK] [MASK] . [SEP],two sections,East Chang ' an Avenue,0,East Chang ' an Avenue,0
[CLS] Kyushu:3 Shinkansen:3 consists of [MASK] [MASK] . [SEP],4 trains,Kagoshima:3 - Chūō:3 Station,0,Kagoshima:3 - Chūō:3 Station,0
[CLS] Zip:2 Code Rapists:2 consists of [MASK] [MASK] [MASK] . [SEP],Zi Raps:2,Gregg Turkington:2,0,Gregg Turkington:2,0
[CLS] Wonder Girls consists of [MASK] [MASK] . [SEP],three songs,Sunmi:2,0,Sunmi:2,0
[CLS] Billy Joel Band consists of [MASK] [MASK] [MASK] . [SEP],Billy Joel Joel,Billy Joel,0,Billy Joel,0
[CLS] S consists of [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,Shin Hye:2 - sung,0,Shin Hye:2 - sung,0
[CLS] Apollo space program consists of [MASK] [MASK] [MASK] . [SEP],Apollo Apollos:2,Apollo 12,0,Apollo 12,0
[CLS] Aslan:2 consists of [MASK] [MASK] . [SEP],2 villages,Christy Dignam:3,0,Christy Dignam:3,0
[CLS] steak:2 frites:2 consists of [MASK] [MASK] [MASK] . [SEP],st fris:2,steak:2,0,steak:2,0
