sentence,prediction1,prediction2,gold,is_same1,is_same2,is_single_word
[CLS] Η επίσημη γλώσσα της Αρμενίας είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Armenian,Αγγλικά,Aρμενικά | Aρμενικά | Aρμενική γλώσσα | Aρμενικά | Armenian | Armenian language | hy,True,False,False
[CLS] Η επίσημη γλώσσα της Τουρκίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Turkish,τουρκσικά,Τουρκικά | Τουρκικά | Τουρκική γλώσσα | Τουρκικά | Anatolian Turkish | Istanbul Turkish | Turkish | Turkish language | tr,True,False,False
[CLS] Η επίσημη γλώσσα του Βασίλειο των Κάτω Χωρών είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Dutch,Αγγλικά,Ολλανδικά | nl | Ολλανδικά | Ολλανδικά | Dutch | Dutch language | nl | nld,True,False,False
[CLS] Η επίσημη γλώσσα του Λίχτενσταϊν είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],German,αγγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα των Ολλανδικές Αντίλλων είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Dutch,αγγλικά,Ολλανδικά | nl | Ολλανδικά | Ολλανδικά | Dutch | Dutch language | nl | nld,True,False,False
[CLS] Η επίσημη γλώσσα της Βυζαντινής Αυτοκρατορίας είναι τα [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Latin,Αγγλικά,λατινική γλώσσα | λατινικά | λατινική γλώσσα | λατινική γλώσσα | Latin | Latin language | la | lat,True,False,False
[CLS] Η επίσημη γλώσσα της Κροατίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Croatian,αγγλικά,Κροατικά | Κροατικά | Κροατικά | Croatian | Croatian language | hr,True,False,False
[CLS] Η επίσημη γλώσσα της Χώρα των Βάσκων είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,Αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα του Πακιστάν είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Urdu,αγγλικά,Ουρντού | Ουρντού | Ουρντού | Modern Standard Urdu | Urdu | Urdu language | ur,True,False,False
[CLS] Η επίσημη γλώσσα της Περιοχή των Βρυξελλών είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Dutch,αγγλικά,Ολλανδικά | nl | Ολλανδικά | Ολλανδικά | Dutch | Dutch language | nl | nld,True,False,False
[CLS] Η επίσημη γλώσσα του Ιράν είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Persian,αγγλικά,Περσική γλώσσα | Περσική γλώσσα | Περσική γλώσσα | Dari | Farsi | Farsi language | Iranian | Iranian language | Persian | Persian language | fa,True,False,False
[CLS] Η επίσημη γλώσσα του Σαιν - Πιερ και Μικελόν είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],French,Αγγλικά,Γαλλικά | fr | Γαλλικά | γαλλικά | Γαλλικά | French | French language | fr,True,False,False
[CLS] Η επίσημη γλώσσα της Κούβας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,Αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα του Καντόνιο τιτσίνου είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Italian,Αγγλικά,Ιταλικά | Ιταλικά | Ιταλικά | Italian | Italian language | Italiano | it,True,False,False
[CLS] Η επίσημη γλώσσα της Γρενάδας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,Αγγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα | Αγγλικά | English | English language | en | eng,False,True,False
[CLS] Η επίσημη γλώσσα της Γαλλικής Ακαδημίας είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],French,αγγλικά,Γαλλικά | fr | Γαλλικά | γαλλικά | Γαλλικά | French | French language | fr,True,False,False
[CLS] Η επίσημη γλώσσα της Βουλγαρίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Bulgarian,αγγλικά,Βουλγαρικά | Βουλγαρικά | Βουλγαρική | Βουλγαρικά | Bulgarian | Bulgarian language | bg,True,False,False
[CLS] Η επίσημη γλώσσα της Πολωνίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Polish,αγγλικά,Πολωνικά | Πολωνικά | Τμήμα : Πολωνικά | Πολωνικά | Polish | Polish language | Polski | pl,True,False,False
[CLS] Η επίσημη γλώσσα της Λουκέρνης είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],German,αγγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Φλάνδρας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Dutch,αγγλικά,Ολλανδικά | nl | Ολλανδικά | Ολλανδικά | Dutch | Dutch language | nl | nld,True,False,False
[CLS] Η επίσημη γλώσσα της Φλαμανδικής Περιοχής είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Dutch,αγγλικά,Ολλανδικά | nl | Ολλανδικά | Ολλανδικά | Dutch | Dutch language | nl | nld,True,False,False
[CLS] Η επίσημη γλώσσα της Ναζιστικής Γερμανίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German,αγγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Γαλλικής Γουιάνας είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],French,Αγγλικά,Γαλλικά | fr | Γαλλικά | γαλλικά | Γαλλικά | French | French language | fr,True,False,False
[CLS] Η επίσημη γλώσσα της Βόρεια Κορέας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Korean,Αγγλικά,Κορεατική γλώσσα | Κορεατική γλώσσα | Κορεατική γλώσσα | Korean | Korean language | ko,True,False,False
[CLS] Η επίσημη γλώσσα της Όουλου είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Finnish,Αγγλικά,Φινλανδικά | Φινλανδικά | Φινλανδικά | Finnish | Finnish language | Suomi | fi | suomen kieli,True,False,False
[CLS] Η επίσημη γλώσσα του Καντόνι της Μπάζελ - Λάντσαφτ είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],German,Αγγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Αυτόνομη Ππολτσάνου είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Italian,Αγγλικά,Ιταλικά | Ιταλικά | Ιταλικά | Italian | Italian language | Italiano | it,True,False,False
[CLS] Η επίσημη γλώσσα της Ουκρανίας είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Ukrainian,ρωσικά,Ουκρανικά | Ουκρανικά | Ουκρανικά | Ukrainian | Ukrainian language | uk | Українська | Українська мова,True,False,False
[CLS] Η επίσημη γλώσσα της Μολδαβίας είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Romanian,αγγλικά,Ρουμανικά | Ρουμανικά | Ρουμανικά | Romanian | Romanian language | ro,True,False,False
[CLS] Η επίσημη γλώσσα της Κολομβίας είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Ολλανδίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Dutch,αγγλικά,Ολλανδικά | nl | Ολλανδικά | Ολλανδικά | Dutch | Dutch language | nl | nld,True,False,False
[CLS] Η επίσημη γλώσσα των Βερμούδων είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],French,αγγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα | Αγγλικά | English | English language | en | eng,False,True,False
[CLS] Η επίσημη γλώσσα της Γαλικίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Νεμπράσκας είναι τα [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD],Russian,Αγγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα | Αγγλικά | English | English language | en | eng,False,True,False
[CLS] Η επίσημη γλώσσα της Μπαΐας είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Portuguese,Αγγλικά,Πορτογαλικά | Πορτογαλικά | Πορτογαλικά | Portuguese | Portuguese language | pt,True,False,False
[CLS] Η επίσημη γλώσσα της Ευρωπαϊκής είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Ονδούρας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,Αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Γερμανίας είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German,αγγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Ελ Σαλβαδόρ είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Spanish,Αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Αυστρίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German,αγγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Αλάσκας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,Αγγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα | Αγγλικά | English | English language | en | eng,False,True,False
[CLS] Η επίσημη γλώσσα της Σουηδίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Swedish,αγγλικά,σουηδικά | σουηδικά | σουηδικά | Swedish | Swedish language | sv,True,False,False
[CLS] Η επίσημη γλώσσα της Νικαράγουα είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD],Spanish,Αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Ισπανίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Περού είναι τα [MASK] [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],Spanish,Αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα της Ευρωπαϊκής είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Spanish,αγγλικά,Αγγλικά | English | Αγγλικά | αγγλική γλώσσα | Αγγλικά | English | English language | en | eng,False,True,False
[CLS] Η επίσημη γλώσσα της Δυτικής Γερμανίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],German,αγγλικά,Γερμανικά | Γερμανικά | Γερμανικά | Deutsch | German | German language | de,True,False,False
[CLS] Η επίσημη γλώσσα της Λιθουανίας είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD],Lithuanian,αγγλικά,Λιθουανικά | Λιθουανικά | Λιθουανικά | Lithuanian | Lithuanian language | lt,True,False,False
[CLS] Η επίσημη γλώσσα της Αραγωνίας είναι τα [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Spanish,αγγλικά,Ισπανικά | Ισπανικά | Ισπανικά | Castilian | Castilian language | Español | Spanish | Spanish language | es,True,False,False
[CLS] Η επίσημη γλώσσα του Βατικανού είναι τα [MASK] [MASK] [MASK] . [SEP] [PAD] [PAD] [PAD] [PAD],ιταλικά,Αγγλικά,Ιταλικά | Ιταλικά,True,False,False
